,h2_input,xm,time_arduino,time_python,,volt,,law,,e,,h1,h2,xm,xm_dot,theta1,theta2,theta3,filter1,filter1_dot,filter2,filter2_dot,filter3,filter3_dot,ola (x1000)
3389,20.39,20,628335,629.0740993,,0,,0.96,,0.47,state: ,1.67,20.47,5,0,199755.04,59939.08,153172.68,5,0,-12.59,-0.45,4.86,0.56,
3390,20.47,20,628511,629.2516055,,0,,0.96,,0.54,state: ,1.53,20.54,5,0,199752.7,59933.17,153174.95,5,0,-12.64,-0.57,4.91,0.58,
3391,20.54,20,628687,629.4264703,,0,,0.96,,0.57,state: ,1.39,20.57,5,0,199750.01,59926.39,153177.59,5,0,-12.69,-0.67,4.97,0.6,
3392,20.57,20,628865,629.6065338,,0,,0.95,,0.67,state: ,1.25,20.67,5,0,199747.14,59919.09,153180.45,5,0,-12.76,-0.77,5.03,0.6,
3393,20.67,20,629041,629.7836535,,0,,0.95,,0.72,state: ,1.12,20.72,5,0,199743.81,59910.56,153183.81,5,0,-12.84,-0.86,5.09,0.62,
3394,20.72,20,629217,629.9574134,,0,,0.95,,0.78,state: ,1.07,20.78,5,0,199740.21,59901.35,153187.45,5,0,-12.92,-0.93,5.15,0.62,
3395,20.78,20,629393,630.1346457,,0,,0.94,,0.84,state: ,0.97,20.84,5,0,199736.32,59891.28,153191.46,5,0,-13.02,-0.96,5.21,0.62,
3396,20.84,20,629569,630.309587,,0,,0.95,,0.82,state: ,0.84,20.82,5,0,199732.14,59880.41,153195.82,5,0,-13.11,-0.98,5.28,0.62,
3397,20.82,20,629745,630.4863348,,0,,0.96,,0.85,state: ,0.75,20.85,5,0,199728.03,59869.62,153200.17,5,0,-13.21,-1.01,5.34,0.59,
3398,20.85,20,629921,630.662967,,0,,0.95,,0.9,state: ,0.69,20.9,5,0,199723.76,59858.39,153204.7,5,0,-13.31,-1.02,5.4,0.56,
3399,20.9,20,630097,630.840313,,0,,0.98,,0.74,state: ,0.68,20.74,5,0,199719.25,59846.35,153209.57,5,0,-13.41,-1.01,5.45,0.54,
3400,20.74,20,630274,631.0150466,,0,,0.99,,0.63,state: ,0.66,20.63,5,0,199715.57,59836.49,153213.59,5,0,-13.51,-0.97,5.51,0.44,
3401,20.63,20,630450,631.1912179,,0,,1.01,,0.55,state: ,0.66,20.55,5,0,199712.4,59827.91,153217.09,5,0,-13.61,-0.91,5.55,0.31,
3402,20.55,20,630626,631.3663712,,51,,1.02,,0.46,state: ,0.64,20.46,5,0,199709.65,59820.42,153220.14,5,0,-13.7,-0.84,5.58,0.19,
3403,20.46,20,630803,631.5444365,,51,,1.04,,0.34,state: ,0.64,20.34,5,0,199707.37,59814.17,153222.68,5,0,-13.79,-0.77,5.6,0.06,
3404,20.34,20,630980,631.7251372,,51,,1.06,,0.22,state: ,0.65,20.22,5,0,199705.67,59809.45,153224.6,5,0,-13.86,-0.69,5.61,-0.07,
3405,20.22,20,631158,631.8987632,,51,,1.07,,0.12,state: ,0.66,20.12,5,0,199704.54,59806.33,153225.87,5,0,-13.93,-0.61,5.6,-0.19,
3406,20.12,20,631336,632.0816026,,51,,1.09,,0.03,state: ,0.66,20.03,5,0,199703.95,59804.67,153226.54,5,0,-13.99,-0.53,5.58,-0.31,
3407,20.03,20,631516,632.2613425,,51,,1.1,,-0.08,state: ,0.66,19.92,5,0,199703.81,59804.28,153226.7,5,0,-14.05,-0.45,5.55,-0.41,
3408,19.92,20,631695,632.4382553,,51,,1.12,,-0.18,state: ,0.59,19.82,5,0,199704.18,59805.34,153226.26,5,0,-14.09,-0.39,5.51,-0.49,
3409,19.82,20,631874,632.6155725,,51,,1.14,,-0.28,state: ,0.5,19.72,5,0,199705.06,59807.81,153225.31,5,0,-14.13,-0.36,5.46,-0.57,
3410,19.72,20,632053,632.7958312,,51,,1.16,,-0.38,state: ,0.44,19.62,5,0,199706.46,59811.76,153223.78,5,0,-14.17,-0.37,5.4,-0.64,
3411,19.62,20,632232,632.9757495,,51,,1.17,,-0.46,state: ,0.47,19.54,5,0,199708.35,59817.11,153221.73,5,0,-14.2,-0.38,5.34,-0.7,
3412,19.54,20,632412,633.158668,,51,,1.19,,-0.58,state: ,0.55,19.42,5,0,199710.67,59823.69,153219.26,5,0,-14.24,-0.35,5.27,-0.74,
3413,19.42,20,632591,633.3323336,,51,,1.19,,-0.69,state: ,0.71,19.31,5,0,199713.57,59831.95,153216.21,5,0,-14.28,-0.3,5.2,-0.78,
3414,19.31,20,632770,633.5125251,,51,,1.19,,-0.78,state: ,0.97,19.22,5,0,199717.03,59841.8,153212.62,5,0,-14.31,-0.18,5.12,-0.82,
3415,19.22,20,632949,633.6930494,,51,,1.19,,-0.87,state: ,1.23,19.13,5,0,199720.92,59852.91,153208.65,5,0,-14.32,0,5.04,-0.85,
3416,19.13,20,633128,633.8714447,,51,,1.19,,-0.96,state: ,1.47,19.04,5,0,199725.28,59865.43,153204.25,5,0,-14.32,0.22,4.95,-0.88,
3417,19.04,20,633307,634.0494061,,51,,1.18,,-0.97,state: ,1.67,19.03,5,0,199730.07,59879.17,153199.51,5,0,-14.3,0.45,4.86,-0.89,
3418,19.03,20,633485,634.2248871,,51,,1.16,,-0.92,state: ,1.81,19.08,5,0,199734.89,59892.98,153194.81,5,0,-14.26,0.66,4.77,-0.86,
3419,19.08,20,633663,634.407362,,51,,1.14,,-0.78,state: ,1.94,19.22,5,0,199739.5,59906.11,153190.42,5,0,-14.19,0.82,4.69,-0.8,
3420,19.22,20,633841,634.5813172,,51,,1.12,,-0.75,state: ,2.07,19.25,5,0,199743.42,59917.23,153186.73,5,0,-14.11,0.95,4.61,-0.67,
3421,19.25,20,634019,634.7626839,,51,,1.1,,-0.68,state: ,2.19,19.32,5,0,199747.14,59927.75,153183.29,5,0,-14.01,1.04,4.54,-0.54,
3422,19.32,20,634198,634.9388764,,51,,1.09,,-0.6,state: ,2.3,19.4,5,0,199750.54,59937.27,153180.21,5,0,-13.91,1.1,4.49,-0.41,
3423,19.4,20,634376,635.1179249,,51,,1.07,,-0.53,state: ,2.43,19.47,5,0,199753.57,59945.66,153177.51,5,0,-13.8,1.15,4.45,-0.28,
3424,19.47,20,634554,635.2980804,,51,,1.05,,-0.45,state: ,2.57,19.55,5,0,199756.2,59952.94,153175.17,5,0,-13.68,1.18,4.42,-0.16,
3425,19.55,20,634732,635.4746425,,51,,1.03,,-0.4,state: ,2.68,19.6,5,0,199758.48,59959.15,153173.17,5,0,-13.57,1.21,4.4,-0.04,
3426,19.6,20,634911,635.6504655,,51,,1.01,,-0.32,state: ,2.8,19.68,5,0,199760.5,59964.6,153171.4,5,0,-13.45,1.23,4.4,0.05,
3427,19.68,20,635088,635.8329546,,51,,0.99,,-0.25,state: ,2.93,19.75,5,0,199762.09,59968.9,153170,5,0,-13.32,1.23,4.4,0.14,
3428,19.75,20,635266,636.0080869,,0,,0.98,,-0.19,state: ,3.05,19.81,5,0,199763.34,59972.21,153168.9,5,0,-13.2,1.24,4.42,0.23,
3429,19.81,20,635442,636.1835456,,0,,0.95,,-0.11,state: ,3.31,19.89,5,0,199764.29,59974.69,153168.07,5,0,-13.08,1.25,4.44,0.29,
3430,19.89,20,635618,636.3588481,,0,,0.95,,-0.01,state: ,3.11,19.99,5,0,199764.82,59976.08,153167.6,5,0,-12.95,1.3,4.47,0.36,
3431,19.99,20,635794,636.5320551,,0,,0.96,,0.02,state: ,2.76,20.02,5,0,199764.89,59976.25,153167.54,5,0,-12.82,1.2,4.5,0.42,
3432,20.02,20,635969,636.7069964,,0,,0.97,,0.08,state: ,2.54,20.08,5,0,199764.76,59975.94,153167.64,5,0,-12.7,0.95,4.55,0.46,
3433,20.08,20,636144,636.8831141,,0,,0.96,,0.16,state: ,2.39,20.16,5,0,199764.35,59974.87,153168.03,5,0,-12.6,0.67,4.59,0.49,
3434,20.16,20,636319,637.0603566,,0,,0.96,,0.23,state: ,2.28,20.23,5,0,199763.54,59972.82,153168.78,5,0,-12.54,0.4,4.64,0.52,
3435,20.23,20,636494,637.2375128,,0,,0.97,,0.26,state: ,2.11,20.26,5,0,199762.4,59969.94,153169.84,5,0,-12.5,0.17,4.69,0.55,
3436,20.26,20,636669,637.4125853,,0,,0.97,,0.32,state: ,1.96,20.32,5,0,199761.09,59966.67,153171.06,5,0,-12.48,-0.06,4.75,0.56,
3437,20.32,20,636846,637.5885291,,0,,0.96,,0.4,state: ,1.83,20.4,5,0,199759.46,59962.65,153172.59,5,0,-12.49,-0.26,4.8,0.56,
3438,20.4,20,637022,637.7636418,,0,,0.96,,0.48,state: ,1.68,20.48,5,0,199757.48,59957.65,153174.51,5,0,-12.51,-0.43,4.86,0.58,
3439,20.48,20,637198,637.9401462,,0,,0.96,,0.51,state: ,1.54,20.51,5,0,199755.07,59951.66,153176.82,5,0,-12.55,-0.58,4.92,0.59,
3440,20.51,20,637374,638.1158233,,0,,0.96,,0.59,state: ,1.41,20.59,5,0,199752.51,59945.22,153179.35,5,0,-12.61,-0.71,4.98,0.59,
3441,20.59,20,637550,638.2919383,,0,,0.95,,0.67,state: ,1.33,20.67,5,0,199749.59,59937.82,153182.26,5,0,-12.68,-0.82,5.04,0.6,
3442,20.67,20,637726,638.4680336,,0,,0.95,,0.72,state: ,1.19,20.72,5,0,199746.25,59929.33,153185.64,5,0,-12.76,-0.89,5.1,0.61,
3443,20.72,20,637903,638.6477733,,0,,0.95,,0.78,state: ,1.05,20.78,5,0,199742.62,59920.11,153189.31,5,0,-12.85,-0.95,5.16,0.62,
3444,20.78,20,638080,638.8213875,,0,,0.94,,0.86,state: ,0.94,20.86,5,0,199738.73,59910.11,153193.32,5,0,-12.95,-1.01,5.22,0.62,
3445,20.86,20,638256,638.9969192,,0,,0.95,,0.89,state: ,0.81,20.89,5,0,199734.43,59898.97,153197.82,5,0,-13.05,-1.05,5.28,0.63,
3446,20.89,20,638432,639.1739018,,0,,0.96,,0.89,state: ,0.66,20.89,5,0,199729.98,59887.35,153202.53,5,0,-13.15,-1.09,5.34,0.62,
3447,20.89,20,638608,639.3514812,,0,,0.95,,0.94,state: ,0.58,20.94,5,0,199725.54,59875.68,153207.28,5,0,-13.26,-1.13,5.41,0.59,
3448,20.94,20,638784,639.5262473,,0,,0.97,,0.82,state: ,0.6,20.82,5,0,199720.85,59863.23,153212.35,5,0,-13.38,-1.14,5.47,0.57,
3449,20.82,20,638960,639.7012215,,0,,0.98,,0.77,state: ,0.62,20.77,5,0,199716.75,59852.27,153216.84,5,0,-13.49,-1.09,5.52,0.48,
3450,20.77,20,639136,639.8781719,,0,,0.99,,0.67,state: ,0.64,20.67,5,0,199712.92,59841.94,153221.06,5,0,-13.6,-1.01,5.57,0.39,
3451,20.67,20,639312,640.0541418,,0,,1.01,,0.55,state: ,0.65,20.55,5,0,199709.57,59832.83,153224.79,5,0,-13.7,-0.91,5.61,0.27,
3452,20.55,20,639489,640.23037,,51,,1.02,,0.45,state: ,0.65,20.45,5,0,199706.81,59825.27,153227.89,5,0,-13.79,-0.81,5.64,0.14,
3453,20.45,20,639666,640.410356,,51,,1.04,,0.35,state: ,0.64,20.35,5,0,199704.57,59819.07,153230.42,5,0,-13.87,-0.71,5.65,0.01,
3454,20.35,20,639843,640.5884302,,51,,1.05,,0.26,state: ,0.65,20.26,5,0,199702.79,59814.17,153232.42,5,0,-13.94,-0.62,5.65,-0.11,
3455,20.26,20,640021,640.7670133,,51,,1.07,,0.14,state: ,0.64,20.14,5,0,199701.5,59810.57,153233.89,5,0,-14.01,-0.54,5.64,-0.22,
3456,20.14,20,640199,640.9432244,,51,,1.08,,0.05,state: ,0.64,20.05,5,0,199700.79,59808.55,153234.7,5,0,-14.06,-0.47,5.62,-0.33,
3457,20.05,20,640378,641.1245008,,51,,1.1,,-0.04,state: ,0.65,19.96,5,0,199700.54,59807.89,153234.95,5,0,-14.11,-0.4,5.58,-0.43,
3458,19.96,20,640558,641.3023751,,51,,1.12,,-0.16,state: ,0.59,19.84,5,0,199700.76,59808.5,153234.7,5,0,-14.15,-0.34,5.54,-0.51,
3459,19.84,20,640737,641.4784346,,51,,1.14,,-0.26,state: ,0.48,19.74,5,0,199701.54,59810.74,153233.82,5,0,-14.18,-0.31,5.49,-0.58,
3460,19.74,20,640916,641.6590595,,51,,1.16,,-0.38,state: ,0.43,19.62,5,0,199702.84,59814.42,153232.4,5,0,-14.21,-0.32,5.43,-0.65,
3461,19.62,20,641095,641.8398776,,51,,1.17,,-0.46,state: ,0.48,19.54,5,0,199704.73,59819.76,153230.35,5,0,-14.24,-0.33,5.37,-0.71,
3462,19.54,20,641274,642.0190029,,51,,1.19,,-0.57,state: ,0.52,19.43,5,0,199707.04,59826.35,153227.87,5,0,-14.28,-0.31,5.3,-0.76,
3463,19.43,20,641454,642.1991167,,51,,1.19,,-0.67,state: ,0.72,19.33,5,0,199709.92,59834.53,153224.84,5,0,-14.31,-0.27,5.22,-0.8,
3464,19.33,20,641633,642.3778052,,51,,1.19,,-0.75,state: ,0.99,19.25,5,0,199713.25,59844.1,153221.34,5,0,-14.33,-0.15,5.14,-0.84,
3465,19.25,20,641812,642.5554054,,51,,1.19,,-0.88,state: ,1.21,19.12,5,0,199717.03,59854.91,153217.46,5,0,-14.35,0.04,5.06,-0.86,
3466,19.12,20,641991,642.7320418,,51,,1.19,,-0.94,state: ,1.48,19.06,5,0,199721.43,59867.56,153213.01,5,0,-14.34,0.25,4.97,-0.89,
3467,19.06,20,642169,642.9148741,,51,,1.18,,-0.95,state: ,1.68,19.05,5,0,199726.15,59881.1,153208.31,5,0,-14.32,0.48,4.88,-0.9,
3468,19.05,20,642348,643.0945208,,51,,1.15,,-0.86,state: ,1.83,19.14,5,0,199730.92,59894.77,153203.65,5,0,-14.27,0.68,4.79,-0.87,
3469,19.14,20,642526,643.2683043,,51,,1.14,,-0.8,state: ,1.94,19.2,5,0,199735.25,59907.1,153199.53,5,0,-14.2,0.85,4.7,-0.79,
3470,19.2,20,642704,643.4487238,,51,,1.12,,-0.76,state: ,2.08,19.24,5,0,199739.25,59918.44,153195.76,5,0,-14.12,0.97,4.62,-0.67,
3471,19.24,20,642882,643.6245568,,51,,1.11,,-0.7,state: ,2.2,19.3,5,0,199743.04,59929.18,153192.26,5,0,-14.02,1.06,4.56,-0.56,
3472,19.3,20,643060,643.8046227,,51,,1.09,,-0.62,state: ,2.33,19.38,5,0,199746.51,59938.95,153189.09,5,0,-13.92,1.13,4.5,-0.44,
3473,19.38,20,643238,643.9808466,,51,,1.07,,-0.54,state: ,2.46,19.46,5,0,199749.64,59947.61,153186.28,5,0,-13.8,1.17,4.46,-0.31,
3474,19.46,20,643417,644.1647286,,51,,1.05,,-0.49,state: ,2.58,19.51,5,0,199752.34,59955.1,153183.85,5,0,-13.69,1.21,4.43,-0.19,
3475,19.51,20,643595,644.3376057,,51,,1.03,,-0.4,state: ,2.7,19.6,5,0,199754.79,59961.8,153181.68,5,0,-13.57,1.23,4.41,-0.08,
3476,19.6,20,643773,644.5197806,,51,,1.01,,-0.33,state: ,2.83,19.67,5,0,199756.81,59967.27,153179.9,5,0,-13.44,1.24,4.4,0.03,
3477,19.67,20,643951,644.6940944,,51,,1,,-0.27,state: ,2.96,19.73,5,0,199758.43,59971.66,153178.46,5,0,-13.32,1.25,4.4,0.13,
3478,19.73,20,644128,644.870878,,0,,0.98,,-0.2,state: ,3.08,19.8,5,0,199759.79,59975.28,153177.28,5,0,-13.19,1.26,4.42,0.21,
3479,19.8,20,644304,645.0466025,,0,,0.95,,-0.12,state: ,3.33,19.88,5,0,199760.81,59977.98,153176.37,5,0,-13.07,1.27,4.44,0.28,
3480,19.88,20,644481,645.2232299,,0,,0.95,,-0.05,state: ,3.16,19.95,5,0,199761.39,59979.49,153175.85,5,0,-12.94,1.32,4.46,0.34,
3481,19.95,20,644657,645.3979089,,0,,0.96,,0.02,state: ,2.8,20.02,5,0,199761.64,59980.11,153175.64,5,0,-12.81,1.23,4.5,0.4,
3482,20.02,20,644832,645.5704963,,0,,0.97,,0.07,state: ,2.57,20.07,5,0,199761.56,59979.9,153175.71,5,0,-12.68,0.98,4.54,0.45,
3483,20.07,20,645007,645.7498682,,0,,0.97,,0.14,state: ,2.44,20.14,5,0,199761.23,59979.05,153176.03,5,0,-12.59,0.69,4.58,0.48,
3484,20.14,20,645182,645.9245861,,0,,0.96,,0.2,state: ,2.31,20.2,5,0,199760.54,59977.33,153176.65,5,0,-12.52,0.43,4.63,0.51,
3485,20.2,20,645357,646.0997071,,0,,0.96,,0.28,state: ,2.17,20.28,5,0,199759.51,59974.79,153177.59,5,0,-12.47,0.19,4.68,0.53,
3486,20.28,20,645532,646.2746775,,0,,0.96,,0.3,state: ,2.02,20.3,5,0,199758.12,59971.27,153178.92,5,0,-12.46,-0.03,4.74,0.56,
3487,20.3,20,645708,646.4517837,,0,,0.96,,0.39,state: ,1.87,20.39,5,0,199756.6,59967.5,153180.35,5,0,-12.46,-0.23,4.79,0.56,
3488,20.39,20,645884,646.6275561,,0,,0.96,,0.45,state: ,1.74,20.45,5,0,199754.67,59962.65,153182.21,5,0,-12.48,-0.41,4.85,0.58,
3489,20.45,20,646061,646.8029699,,0,,0.96,,0.49,state: ,1.58,20.49,5,0,199752.43,59957.08,153184.39,5,0,-12.52,-0.56,4.91,0.59,
3490,20.49,20,646237,646.9787099,,0,,0.96,,0.56,state: ,1.46,20.56,5,0,199749.96,59950.89,153186.81,5,0,-12.58,-0.69,4.96,0.59,
3491,20.56,20,646413,647.154794,,0,,0.96,,0.63,state: ,1.31,20.63,5,0,199747.18,59943.91,153189.57,5,0,-12.65,-0.8,5.02,0.59,
3492,20.63,20,646589,647.3324485,,0,,0.96,,0.69,state: ,1.17,20.69,5,0,199744.06,59935.98,153192.71,5,0,-12.73,-0.9,5.08,0.59,
3493,20.69,20,646765,647.5070817,,0,,0.95,,0.76,state: ,1.1,20.76,5,0,199740.62,59927.23,153196.21,5,0,-12.82,-0.98,5.14,0.6,
3494,20.76,20,646942,647.6830359,,0,,0.95,,0.83,state: ,0.98,20.83,5,0,199736.81,59917.44,153200.14,5,0,-12.92,-1.02,5.2,0.61,
3495,20.83,20,647118,647.86062,,0,,0.95,,0.88,state: ,0.85,20.88,5,0,199732.67,59906.73,153204.45,5,0,-13.02,-1.06,5.26,0.62,
3496,20.88,20,647294,648.0351946,,0,,0.95,,0.87,state: ,0.73,20.87,5,0,199728.26,59895.29,153209.07,5,0,-13.12,-1.09,5.32,0.62,
3497,20.87,20,647471,648.2135313,,0,,0.95,,0.95,state: ,0.62,20.95,5,0,199723.92,59883.87,153213.71,5,0,-13.23,-1.11,5.39,0.59,
3498,20.95,20,647647,648.3904912,,0,,0.96,,0.88,state: ,0.62,20.88,5,0,199719.17,59871.33,153218.82,5,0,-13.34,-1.13,5.44,0.58,
3499,20.88,20,647823,648.5649488,,0,,0.98,,0.76,state: ,0.61,20.76,5,0,199714.76,59859.56,153223.62,5,0,-13.46,-1.09,5.5,0.52,
3500,20.76,20,647999,648.7398632,,0,,0.99,,0.71,state: ,0.59,20.71,5,0,199710.96,59849.35,153227.81,5,0,-13.56,-1.03,5.55,0.42,
3501,20.71,20,648175,648.9160335,,0,,1,,0.6,state: ,0.61,20.6,5,0,199707.4,59839.69,153231.76,5,0,-13.67,-0.95,5.6,0.31,
3502,20.6,20,648351,649.0934989,,51,,1.01,,0.52,state: ,0.62,20.52,5,0,199704.42,59831.52,153235.1,5,0,-13.76,-0.86,5.63,0.19,
3503,20.52,20,648528,649.2724423,,51,,1.03,,0.4,state: ,0.63,20.4,5,0,199701.81,59824.33,153238.04,5,0,-13.85,-0.76,5.65,0.07,
3504,20.4,20,648706,649.4519281,,51,,1.05,,0.29,state: ,0.62,20.29,5,0,199699.81,59818.82,153240.29,5,0,-13.93,-0.67,5.65,-0.06,
3505,20.29,20,648884,649.6295471,,51,,1.06,,0.19,state: ,0.64,20.19,5,0,199698.37,59814.81,153241.92,5,0,-13.99,-0.58,5.65,-0.18,
3506,20.19,20,649062,649.8057821,,51,,1.08,,0.09,state: ,0.65,20.09,5,0,199697.43,59812.17,153243,5,0,-14.05,-0.5,5.63,-0.29,
3507,20.09,20,649240,649.9857113,,51,,1.09,,0,state: ,0.64,20,5,0,199696.96,59810.9,153243.5,5,0,-14.1,-0.42,5.6,-0.39,
3508,20,20,649420,650.1661763,,51,,1.11,,-0.11,state: ,0.59,19.89,5,0,199696.98,59810.95,153243.48,5,0,-14.14,-0.35,5.56,-0.48,
3509,19.89,20,649600,650.3465247,,51,,1.13,,-0.2,state: ,0.5,19.8,5,0,199697.54,59812.51,153242.87,5,0,-14.18,-0.32,5.51,-0.55,
3510,19.8,20,649779,650.5239873,,51,,1.15,,-0.33,state: ,0.46,19.67,5,0,199698.56,59815.41,153241.75,5,0,-14.21,-0.32,5.46,-0.62,
3511,19.67,20,649958,650.7015266,,51,,1.16,,-0.42,state: ,0.5,19.58,5,0,199700.2,59820.08,153239.93,5,0,-14.24,-0.32,5.4,-0.69,
3512,19.58,20,650137,650.8845246,,51,,1.18,,-0.54,state: ,0.55,19.46,5,0,199702.29,59826.05,153237.68,5,0,-14.27,-0.3,5.33,-0.74,
3513,19.46,20,650316,651.0632122,,51,,1.18,,-0.63,state: ,0.74,19.37,5,0,199704.96,59833.68,153234.82,5,0,-14.3,-0.25,5.25,-0.79,
3514,19.37,20,650496,651.2431901,,51,,1.18,,-0.7,state: ,1.01,19.3,5,0,199708.12,59842.71,153231.51,5,0,-14.33,-0.13,5.18,-0.83,
3515,19.3,20,650675,651.420825,,51,,1.18,,-0.81,state: ,1.25,19.19,5,0,199711.62,59852.72,153227.9,5,0,-14.34,0.06,5.09,-0.85,
3516,19.19,20,650853,651.5985215,,51,,1.18,,-0.9,state: ,1.5,19.1,5,0,199715.68,59864.38,153223.76,5,0,-14.34,0.27,5.01,-0.87,
3517,19.1,20,651032,651.7747674,,51,,1.17,,-0.91,state: ,1.69,19.09,5,0,199720.15,59877.21,153219.28,5,0,-14.31,0.49,4.92,-0.88,
3518,19.09,20,651210,651.9546554,,51,,1.14,,-0.8,state: ,1.81,19.2,5,0,199724.68,59890.2,153214.81,5,0,-14.26,0.7,4.83,-0.86,
3519,19.2,20,651388,652.1324778,,51,,1.13,,-0.73,state: ,1.93,19.27,5,0,199728.67,59901.57,153210.96,5,0,-14.19,0.85,4.75,-0.77,
3520,19.27,20,651567,652.3136489,,51,,1.11,,-0.66,state: ,2.06,19.34,5,0,199732.29,59911.87,153207.51,5,0,-14.11,0.95,4.67,-0.65,
3521,19.34,20,651745,652.4900801,,51,,1.09,,-0.59,state: ,2.19,19.41,5,0,199735.59,59921.15,153204.45,5,0,-14.01,1.04,4.6,-0.52,
3522,19.41,20,651923,652.6711323,,51,,1.08,,-0.56,state: ,2.31,19.44,5,0,199738.56,59929.44,153201.71,5,0,-13.91,1.1,4.55,-0.39,
3523,19.44,20,652101,652.8463955,,51,,1.06,,-0.48,state: ,2.44,19.52,5,0,199741.37,59937.29,153199.15,5,0,-13.8,1.15,4.51,-0.28,
3524,19.52,20,652279,653.0248778,,51,,1.04,,-0.41,state: ,2.56,19.59,5,0,199743.76,59943.86,153197,5,0,-13.68,1.19,4.49,-0.16,
3525,19.59,20,652457,653.2039609,,51,,1.02,,-0.35,state: ,2.68,19.65,5,0,199745.78,59949.41,153195.18,5,0,-13.56,1.21,4.47,-0.06,
3526,19.65,20,652636,653.3805106,,51,,1,,-0.25,state: ,2.8,19.75,5,0,199747.51,59954.1,153193.65,5,0,-13.44,1.22,4.46,0.04,
3527,19.75,20,652813,653.5588684,,51,,0.99,,-0.21,state: ,2.92,19.79,5,0,199748.75,59957.43,153192.54,5,0,-13.32,1.23,4.47,0.14,
3528,19.79,20,652991,653.7327151,,0,,0.97,,-0.14,state: ,3.05,19.86,5,0,199749.81,59960.26,153191.6,5,0,-13.2,1.23,4.48,0.21,
3529,19.86,20,653167,653.9084921,,0,,0.94,,-0.06,state: ,3.32,19.94,5,0,199750.5,59962.09,153190.98,5,0,-13.07,1.24,4.5,0.28,
3530,19.94,20,653343,654.0846093,,0,,0.94,,0.02,state: ,3.15,20.02,5,0,199750.81,59962.9,153190.7,5,0,-12.95,1.3,4.53,0.34,
3531,20.02,20,653518,654.2606368,,0,,0.95,,0.07,state: ,2.8,20.07,5,0,199750.71,59962.66,153190.78,5,0,-12.82,1.22,4.56,0.4,
3532,20.07,20,653693,654.4327781,,0,,0.96,,0.15,state: ,2.57,20.15,5,0,199750.37,59961.79,153191.07,5,0,-12.7,0.98,4.6,0.44,
3533,20.15,20,653869,654.6091988,,0,,0.96,,0.2,state: ,2.41,20.2,5,0,199749.65,59959.94,153191.75,5,0,-12.6,0.69,4.65,0.48,
3534,20.2,20,654044,654.7874887,,0,,0.95,,0.28,state: ,2.3,20.28,5,0,199748.65,59957.44,153192.67,5,0,-12.53,0.42,4.7,0.51,
3535,20.28,20,654219,654.9620266,,0,,0.95,,0.34,state: ,2.15,20.34,5,0,199747.26,59953.96,153193.98,5,0,-12.49,0.18,4.75,0.54,
3536,20.34,20,654394,655.1382236,,0,,0.95,,0.4,state: ,2.01,20.4,5,0,199745.56,59949.69,153195.6,5,0,-12.47,-0.04,4.8,0.56,
3537,20.4,20,654570,655.3156989,,0,,0.95,,0.46,state: ,1.85,20.46,5,0,199743.56,59944.71,153197.53,5,0,-12.47,-0.23,4.86,0.58,
3538,20.46,20,654746,655.4904535,,0,,0.95,,0.5,state: ,1.74,20.5,5,0,199741.23,59938.92,153199.78,5,0,-12.5,-0.41,4.92,0.59,
3539,20.5,20,654922,655.6679142,,0,,0.95,,0.55,state: ,1.64,20.55,5,0,199738.75,59932.71,153202.21,5,0,-12.54,-0.55,4.97,0.59,
3540,20.55,20,655098,655.8448322,,0,,0.95,,0.63,state: ,1.5,20.63,5,0,199736,59925.78,153204.96,5,0,-12.59,-0.66,5.03,0.58,
3541,20.63,20,655275,656.0212121,,0,,0.94,,0.71,state: ,1.39,20.71,5,0,199732.82,59917.84,153208.14,5,0,-12.66,-0.76,5.09,0.59,
3542,20.71,20,655451,656.1938827,,0,,0.94,,0.77,state: ,1.25,20.77,5,0,199729.31,59908.9,153211.75,5,0,-12.73,-0.84,5.15,0.6,
3543,20.77,20,655627,656.3724051,,0,,0.94,,0.82,state: ,1.12,20.82,5,0,199725.46,59899.09,153215.71,5,0,-12.82,-0.91,5.21,0.61,
3544,20.82,20,655803,656.5474277,,0,,0.93,,0.9,state: ,1.02,20.9,5,0,199721.39,59888.63,153219.96,5,0,-12.91,-0.97,5.27,0.61,
3545,20.9,20,655979,656.722132,,0,,0.93,,0.95,state: ,0.94,20.95,5,0,199716.87,59876.97,153224.73,5,0,-13.01,-1.01,5.33,0.62,
3546,20.95,20,656156,656.8982687,,0,,0.94,,0.95,state: ,0.82,20.95,5,0,199712.1,59864.57,153229.81,5,0,-13.11,-1.03,5.39,0.62,
3547,20.95,20,656332,657.0758097,,0,,0.93,,1.01,state: ,0.7,21.01,5,0,199707.37,59852.17,153234.9,5,0,-13.21,-1.05,5.45,0.59,
3548,21.01,20,656508,657.25085,,0,,0.94,,0.99,state: ,0.64,20.99,5,0,199702.34,59838.89,153240.39,5,0,-13.31,-1.06,5.51,0.58,
3549,20.99,20,656685,657.4290471,,0,,0.96,,0.83,state: ,0.65,20.83,5,0,199697.4,59825.73,153245.82,5,0,-13.42,-1.05,5.57,0.54,
3550,20.83,20,656861,657.608176,,0,,0.98,,0.74,state: ,0.64,20.74,5,0,199693.21,59814.53,153250.48,5,0,-13.53,-1,5.63,0.43,
3551,20.74,20,657037,657.7786722,,0,,0.99,,0.63,state: ,0.65,20.63,5,0,199689.54,59804.57,153254.62,5,0,-13.63,-0.94,5.67,0.3,
