val,h1,h2,time_arduino,time_python
483,52.5,44.18,110209.0,1708080636.1458309
484,52.52,44.2,110300.0,1708080636.2370346
485,52.51,44.24,110391.0,1708080636.3312986
486,52.55,44.29,110482.0,1708080636.4224308
487,52.74,44.33,110574.0,1708080636.5095294
488,52.91,44.38,110665.0,1708080636.6047142
489,52.98,44.38,110756.0,1708080636.6968424
490,52.94,44.4,110848.0,1708080636.7849107
491,52.78,44.45,110939.0,1708080636.8800879
492,52.59,44.47,111031.0,1708080636.9681606
493,52.47,44.5,111122.0,1708080637.0576494
494,52.45,44.51,111213.0,1708080637.1545846
495,52.37,44.56,111304.0,1708080637.2435868
496,52.23,44.58,111395.0,1708080637.3328123
497,52.1,44.6,111488.0,1708080637.425034
498,52.02,44.64,111579.0,1708080637.5170789
499,51.98,44.68,111670.0,1708080637.6072054
500,51.89,44.71,111761.0,1708080637.6981602
501,51.8,44.72,111853.0,1708080637.7934508
502,51.68,44.77,111944.0,1708080637.8815765
503,51.59,44.81,112035.0,1708080637.9727027
504,51.67,44.84,112126.0,1708080638.0668674
505,51.84,44.9,112218.0,1708080638.1639483
506,51.96,44.89,112310.0,1708080638.250895
507,51.89,44.96,112401.0,1708080638.3412793
508,51.81,44.98,112492.0,1708080638.4324
509,51.87,44.97,112583.0,1708080638.5205665
510,51.9,45.04,112675.0,1708080638.6146889
511,51.87,45.07,112766.0,1708080638.7049205
512,52.19,45.12,112858.0,1708080638.7959375
513,52.23,45.12,112949.0,1708080638.8850625
514,52.19,45.17,113040.0,1708080638.9805515
515,52.29,45.23,113132.0,1708080639.0703325
516,52.42,45.21,113223.0,1708080639.160046
517,52.46,45.26,113314.0,1708080639.2556834
518,52.54,45.32,113405.0,1708080639.3448129
519,52.63,45.34,113497.0,1708080639.4345098
520,52.57,45.33,113589.0,1708080639.528528
521,52.35,45.39,113680.0,1708080639.6180496
522,52.17,45.43,113771.0,1708080639.7089646
523,52.19,45.43,113862.0,1708080639.8002942
524,52.17,45.48,113954.0,1708080639.8925502
525,52.01,45.53,114045.0,1708080639.9876163
526,51.8,45.51,114137.0,1708080640.0727975
527,51.64,45.55,114228.0,1708080640.1670454
528,51.55,45.59,114319.0,1708080640.2640414
529,51.53,45.63,114411.0,1708080640.3481658
530,51.48,45.64,114502.0,1708080640.4433904
531,51.35,45.68,114593.0,1708080640.5335414
532,51.19,45.73,114684.0,1708080640.6216223
533,51.14,45.74,114776.0,1708080640.7177901
534,51.12,45.78,114868.0,1708080640.805916
535,51.07,45.81,114959.0,1708080640.8998046
536,50.97,45.84,115050.0,1708080640.986203
537,50.83,45.87,115141.0,1708080641.0802858
538,50.68,45.9,115233.0,1708080641.1714091
539,50.51,45.92,115324.0,1708080641.2605312
540,50.37,45.94,115416.0,1708080641.3547852
541,50.34,46.02,115507.0,1708080641.4449098
542,50.37,46.04,115598.0,1708080641.536032
543,50.31,46.08,115690.0,1708080641.629155
544,50.18,46.09,115781.0,1708080641.7221363
545,50.02,46.13,115872.0,1708080641.8104064
546,49.94,46.14,115963.0,1708080641.9045687
547,49.93,46.19,116055.0,1708080641.9946551
548,49.8,46.21,116147.0,1708080642.0847723
549,49.63,46.2,116238.0,1708080642.1790211
550,49.49,46.27,116329.0,1708080642.2722955
551,49.41,46.32,116420.0,1708080642.3582711
552,49.37,46.34,116512.0,1708080642.4493842
553,49.36,46.36,116603.0,1708080642.551655
554,49.27,46.39,116695.0,1708080642.6335976
555,49.18,46.41,116786.0,1708080642.723527
556,49.21,46.48,116877.0,1708080642.8169003
557,49.34,46.51,116969.0,1708080642.9080229
558,49.4,46.51,117060.0,1708080642.9990451
559,49.27,46.57,117151.0,1708080643.0913434
560,49.09,46.57,117242.0,1708080643.1815135
561,48.95,46.62,117334.0,1708080643.2721822
562,48.91,46.65,117426.0,1708080643.367757
563,48.78,46.69,117517.0,1708080643.4578574
564,48.63,46.69,117608.0,1708080643.5469398
565,48.49,46.73,117699.0,1708080643.63913
566,48.43,46.76,117791.0,1708080643.7308488
567,48.37,46.77,117882.0,1708080643.8213744
568,48.28,46.84,117974.0,1708080643.9134357
569,48.22,46.84,118065.0,1708080644.0052676
570,48.06,46.85,118156.0,1708080644.0957525
571,47.88,46.89,118248.0,1708080644.1858687
572,47.75,46.92,118339.0,1708080644.2822945
573,47.77,46.95,118430.0,1708080644.3707254
574,47.76,46.98,118521.0,1708080644.459372
575,47.6,47.03,118612.0,1708080644.5534954
576,47.45,47.04,118705.0,1708080644.6447484
577,47.31,47.06,118796.0,1708080644.734738
578,47.26,47.08,118887.0,1708080644.8268683
579,47.24,47.13,118978.0,1708080644.9189951
580,47.17,47.17,119070.0,1708080645.009087
581,47.06,47.19,119161.0,1708080645.1002166
582,46.92,47.21,119252.0,1708080645.1924736
583,46.86,47.26,119344.0,1708080645.2826102
584,46.87,47.28,119435.0,1708080645.3737683
585,46.9,47.32,119527.0,1708080645.4668283
586,46.93,47.36,119618.0,1708080645.5569775
587,47.0,47.36,119709.0,1708080645.6471045
