,h1,h2,time_arduino,time_python,state,,,,,,,,,,,,,,
0,0,0,0,1.068146944,0,,,,,,,,,,,,,,
1,0,0,0,2.084469318,0,,,,,,,,,,,,,,
2,0,0,0,3.106195927,0,,,,,,,,,,,,,,
3,0,0,0,4.126823664,0,,,,,,,,,,,,,,
4,0,0,0,5.145909548,0,,,,,,,,,,,,,,
5,0,0,0,6.168194294,0,,,,,,,,,,,,,,
6,0,0,0,7.17609477,0,,,,,,,,,,,,,,
7,0,0,0,8.196806192,0,,,,,,,,,,,,,,
8,0,0,0,9.220106602,0,,,,,,,,,,,,,,
9,0,0,0,10.23155546,0,,,,,,,,,,,,,,
10,0,0,0,11.24856663,0,,,,,,,,,,,,,,
11,0,0,0,12.2604394,0,,,,,,,,,,,,,,
12,0,0,0,13.27959371,0,,,,,,,,,,,,,,
13,0,0,0,14.29005003,0,,,,,,,,,,,,,,
14,0,0,0,15.2997601,0,,,,,,,,,,,,,,
15,0,0,0,16.30558419,0,,,,,,,,,,,,,,
16,0,0,0,17.31721735,0,,,,,,,,,,,,,,
17,0,0,0,18.33293629,0,,,,,,,,,,,,,,
18,0,0,0,19.34880066,0,,,,,,,,,,,,,,
19,0,0,0,20.35919881,0,,,,,,,,,,,,,,
20,0,0,0,21.36759853,0,,,,,,,,,,,,,,
21,0,0,0,22.37484789,0,,,,,,,,,,,,,,
22,0,0,0,23.38502121,0,,,,,,,,,,,,,,
23,0,0,0,24.39287353,0,,,,,,,,,,,,,,
24,0,0,0,25.41580224,0,,,,,,,,,,,,,,
25,0,0,0,26.42589688,0,,,,,,,,,,,,,,
26,0,0,0,27.43324208,0,,,,,,,,,,,,,,
27,0,0,0,28.44156742,0,,,,,,,,,,,,,,
28,0,0,0,29.45667839,0,,,,,,,,,,,,,,
29,0,0,0,30.46337962,0,,,,,,,,,,,,,,
30,0,0,0,31.47328568,0,,,,,,,,,,,,,,
31,0,0,0,32.47994423,0,,,,,,,,,,,,,,
32,0,0,0,33.49055767,0,,,,,,,,,,,,,,
33,0,0,0,34.51153946,0,,,,,,,,,,,,,,
34,0,0,0,35.51933432,0,,,,,,,,,,,,,,
35,0,0,0,36.52842259,0,,,,,,,,,,,,,,
36,0,0,0,37.53544879,0,,,,,,,,,,,,,,
37,0,0,0,38.55617452,0,,,,,,,,,,,,,,
38,0,0,0,39.56543517,0,,,,,,,,,,,,,,
39,0,0,0,40.57552552,0,,,,,,,,,,,,,,
40,0,0,0,41.58185172,0,,,,,,,,,,,,,,
41,0,0,0,42.5926137,0,,,,,,,,,,,,,,
42,0,0,0,43.59692907,0,,,,,,,,,,,,,,
43,0,0,0,44.607692,0,,,,,,,,,,,,,,
44,0,0,0,45.61513281,0,,,,,,,,,,,,,,
45,0,0,0,46.6381793,0,,,,,,,,,,,,,,
46,0,0,0,47.64745545,0,,,,,,,,,,,,,,
47,0,0,0,48.65948105,0,,,,,,,,,,,,,,
48,0,0,0,49.37600756,0,,,,,,,,,,,,,,
49,0,0,0,49.54197407,0,,,,,,,,,,,,,,
,h2(x1000),r(x1000),time_arduino,time_python,,,,,,e0(x1000),e1(x1000),,Kx1(x1000),kX2(x1000),Kr(x1000),dKx1(x1000),dKX2(x1000),dr(x1000),
50,20.08,20,48331,49.66896391,volt',51,law,2,error,0.12,-0.4,state: ,-39995.48,-11999.97,24074.42,24074.42,481.19,3.36,8198.38
51,20.12,20,48455,49.79659009,volt',51,law,1.99,error,0.17,-0.78,state: ,-39981.31,-11999.74,24241.27,24241.27,1416.45,23.01,16684.63
52,20.17,20.01,48582,49.92429495,volt',51,law,1.99,error,0.2,-1.15,state: ,-39955.06,-11999.47,24491.57,24491.57,2625.18,26.33,25030.12
53,20.21,20.02,48709,50.05032492,volt',51,law,2,error,0.21,-1.5,state: ,-39916.41,-11999.26,24823.92,24823.92,3864.58,21.05,33235.05
54,20.23,20.04,48836,50.17637229,volt',51,law,2,error,0.27,-1.84,state: ,-39853.07,-11998.36,25228.52,25228.52,6333.96,90.51,40460.24
55,20.31,20.06,48963,50.30579209,volt',51,law,2,error,0.29,-2.17,state: ,-39769.19,-11997.87,25708.1,25708.1,8388,48.91,47957.66
56,20.35,20.08,49089,50.43261385,volt',51,law,2,error,0.31,-2.48,state: ,-39661.56,-11997.24,26258.67,26258.67,10762.78,62.94,55057.95
57,20.39,20.1,49217,50.56220222,volt',102,law,2,error,0.39,-2.77,state: ,-39511.91,-11995.66,26871.18,26871.18,14965.56,157.49,61250.11
58,20.49,20.13,49347,50.68881512,volt',102,law,2.01,error,0.39,-3.06,state: ,-39335.14,-11995.1,27550.99,27550.99,17677.03,56.15,67981.49
59,20.52,20.16,49476,50.81969762,volt',102,law,2.01,error,0.42,-3.33,state: ,-39119.94,-11993.97,28291.33,28291.33,21519.46,113.44,74033.64
60,20.58,20.2,49606,50.95028615,volt',102,law,2.02,error,0.44,-3.59,state: ,-38866.15,-11992.84,29090.77,29090.77,25379.68,112.74,79944.47
61,20.63,20.23,49736,51.07936406,volt',102,law,2.02,error,0.48,-3.84,state: ,-38564.22,-11991.22,29944.68,29944.68,30193,162.34,85390.39
62,20.71,20.27,49866,51.2085042,volt',102,law,2.03,error,0.49,-4.08,state: ,-38220.56,-11990.04,30853.44,30853.44,34366.13,117.54,90876.61
63,20.76,20.31,49996,51.33962917,volt',102,law,2.04,error,0.5,-4.3,state: ,-37831.98,-11988.71,31814.04,31814.04,38857.32,133.22,96059.41
64,20.81,20.35,50126,51.4730227,volt',102,law,2.04,error,0.53,-4.52,state: ,-37385.54,-11986.66,32821.46,32821.46,44644.26,204.87,100742.5
65,20.89,20.4,50257,51.59794307,volt',102,law,2.05,error,0.52,-4.73,state: ,-36900.6,-11985.8,33879.03,33879.03,48494.71,85.69,105757.14
66,20.92,20.45,50387,51.72888827,volt',102,law,2.06,error,0.56,-4.92,state: ,-36348.83,-11983.28,34977.67,34977.67,55176.05,252.52,109864.42
67,21,20.5,50519,51.86073971,volt',102,law,2.07,error,0.54,-5.11,state: ,-35756.48,-11982.36,36122.4,36122.4,59235.65,91.86,114472.32
68,21.03,20.55,50649,51.99058771,volt',102,law,2.08,error,0.58,-5.28,state: ,-35091.07,-11979.35,37303.53,37303.53,66540.41,301.15,118113.31
69,21.13,20.6,50780,52.12670398,volt',102,law,2.09,error,0.57,-5.45,state: ,-34376.92,-11978,38525.59,38525.59,71414.83,135.2,122206
70,21.17,20.65,50911,52.25293541,volt',102,law,2.1,error,0.55,-5.61,state: ,-33617.86,-11976.84,39786.8,39786.8,75906.03,115.96,126121.07
71,21.2,20.71,51042,52.38408661,volt',102,law,2.11,error,0.58,-5.75,state: ,-32784.85,-11973.95,41079.62,41079.62,83300.95,289.1,129281.39
72,21.29,20.77,51173,52.51602769,volt',102,law,2.13,error,0.55,-5.9,state: ,-31908.02,-11972.88,42408.99,42408.99,87683.71,106.68,132937.48
73,21.32,20.83,51304,52.64719486,volt',102,law,2.14,error,0.58,-6.03,state: ,-30956.44,-11969.93,43766.67,43766.67,95158.3,295.13,135768.14
74,21.4,20.89,51435,52.77813268,volt',102,law,2.15,error,0.55,-6.16,state: ,-29958.42,-11968.69,45157.12,45157.12,99801.42,123.5,139044.75
75,21.44,20.95,51566,52.90833545,volt',102,law,2.17,error,0.57,-6.27,state: ,-28886.73,-11965.78,46573.12,46573.12,107169.53,291.27,141599.87
76,21.51,21.01,51698,53.04333305,volt',102,law,2.18,error,0.56,-6.38,state: ,-27754.55,-11963.78,48016.24,48016.24,113217.59,199.75,144312.39
77,21.57,21.07,51830,53.17448068,volt',102,law,2.19,error,0.57,-6.49,state: ,-26546.68,-11960.88,49482.01,49482.01,120787.53,289.68,146576.57
78,21.65,21.14,51962,53.30897331,volt',102,law,2.21,error,0.53,-6.59,state: ,-25296.6,-11959.9,50975.11,50975.11,125007.35,98.36,149310.12
79,21.67,21.21,52093,53.43789411,volt',102,law,2.23,error,0.5,-6.68,state: ,-23999.06,-11958.54,52492.44,52492.44,129754.07,135.9,151733.23
80,21.71,21.27,52226,53.57590532,volt',102,law,2.24,error,0.54,-6.76,state: ,-22611.91,-11954.74,54025.66,54025.66,138715.79,380.18,153321.34
81,21.81,21.34,52358,53.70368409,volt',102,law,2.26,error,0.5,-6.84,state: ,-21177.86,-11953.35,55581.42,55581.42,143404.17,139.4,155575.87
82,21.84,21.41,52490,53.83565927,volt',102,law,2.28,error,0.51,-6.91,state: ,-19671.89,-11950.35,57153.36,57153.36,150597.15,300.07,157194.14
83,21.92,21.48,52622,53.9652431,volt',102,law,2.29,error,0.49,-6.98,state: ,-18110.18,-11948.33,58743.44,58743.44,156171.31,201.94,159007.46
84,21.96,21.55,52753,54.10141969,volt',102,law,2.31,error,0.49,-7.04,state: ,-16477.05,-11945.29,60347.47,60347.47,163312.78,303.7,160403.42
85,22.04,21.62,52885,54.23465967,volt',102,law,2.33,error,0.47,-7.1,state: ,-14789.84,-11943.29,61967.41,61967.41,168721.45,199.42,161994.18
86,22.08,21.69,53017,54.36557698,volt',102,law,2.35,error,0.47,-7.15,state: ,-13030.12,-11940.26,63598.77,63598.77,175972.06,303.09,163135.6
87,22.16,21.76,53149,54.49356866,volt',102,law,2.37,error,0.44,-7.2,state: ,-11220.47,-11938.53,65244.35,65244.35,180964.93,172.96,164557.34
88,22.2,21.83,53281,54.62741327,volt',102,law,2.39,error,0.39,-7.24,state: ,-9374.64,-11937.54,66904.72,66904.72,184582.84,99.54,166036.93
89,22.22,21.9,53411,54.75796843,volt',102,law,2.41,error,0.41,-7.27,state: ,-7442.56,-11933.53,68570.57,68570.57,193207.62,400.75,166585.53
90,22.32,21.98,53542,54.88850427,volt',102,law,2.43,error,0.39,-7.31,state: ,-5456.15,-11931.42,70246.9,70246.9,198640.81,210.94,167632.54
91,22.37,22.05,53673,55.02075243,volt',102,law,2.45,error,0.39,-7.33,state: ,-3399.56,-11928.28,71929.49,71929.49,205659.73,313.85,168258.6
92,22.44,22.12,53805,55.14990163,volt',102,law,2.47,error,0.36,-7.36,state: ,-1299.66,-11926.63,73621.87,73621.87,209989.2,164.83,169238.45
93,22.48,22.2,53936,55.280936,volt',102,law,2.49,error,0.39,-7.38,state: ,887.67,-11921.86,75315.42,75315.42,218733,477.75,169354.81
94,22.58,22.27,54065,55.40350986,volt',102,law,2.52,error,0.35,-7.4,state: ,887.67,-11920.26,77017.79,77017.79,0,159.61,170237.96
95,22.62,22.35,54189,55.52648759,volt',102,law,2.53,error,0.31,-7.41,state: ,887.67,-11918.53,78726.99,78726.99,0,172.9,170919.18
96,22.65,22.42,54312,55.64914393,volt',102,law,2.55,error,0.31,-7.42,state: ,887.67,-11914.88,80437.22,80437.22,0,365.12,171023.46
97,22.73,22.49,54436,55.77364588,volt',102,law,2.57,error,0.27,-7.43,state: ,887.67,-11913.53,82153.85,82153.85,0,134.69,171663.62
98,22.77,22.57,54560,55.8985281,volt',102,law,2.58,error,0.25,-7.43,state: ,887.67,-11911.43,83873.56,83873.56,0,210.03,171970.14
99,22.81,22.64,54683,56.02339029,volt',102,law,2.6,error,0.25,-7.43,state: ,887.67,-11908.23,85592.93,85592.93,0,320.71,171936.98
100,22.89,22.72,54807,56.14618349,volt',102,law,2.62,error,0.21,-7.43,state: ,887.67,-11906.32,87315.19,87315.19,0,190.54,172225.6
101,22.93,22.79,54931,56.26758599,volt',102,law,2.64,error,0.23,-7.42,state: ,887.67,-11901.92,89033.62,89033.62,0,439.53,171842.76
102,23.02,22.87,55055,56.39411235,volt',102,law,2.65,error,0.2,-7.41,state: ,887.67,-11899.99,90754.07,90754.07,0,193.86,172045.53
103,23.06,22.94,55179,56.51654053,volt',102,law,2.67,error,0.16,-7.4,state: ,887.67,-11898.36,92476,92476,0,162.85,172192.25
104,23.1,23.01,55303,56.64043164,volt',102,law,2.69,error,0.15,-7.39,state: ,887.67,-11895.38,94195.17,94195.17,0,297.37,171916.59
105,23.16,23.09,55427,56.76230121,volt',102,law,2.7,error,0.12,-7.37,state: ,887.67,-11893.64,95914.43,95914.43,0,174.15,171925.75
106,23.2,23.16,55550,56.88758278,volt',102,law,2.72,error,0.08,-7.35,state: ,887.67,-11891.87,97632.61,97632.61,0,176.77,171818.03
107,23.24,23.23,55673,57.01216269,volt',102,law,2.74,error,0.09,-7.33,state: ,887.67,-11888.2,99344.19,99344.19,0,367.41,171157.67
108,23.33,23.31,55797,57.13597822,volt',102,law,2.76,error,0.06,-7.31,state: ,887.67,-11886.43,101054.34,101054.34,0,177.22,171015.07
109,23.37,23.38,55923,57.26210189,volt',102,law,2.77,error,0.03,-7.29,state: ,887.67,-11884.74,102762.25,102762.25,0,169,170790.5
110,23.41,23.45,56049,57.38937926,volt',102,law,2.79,error,0.03,-7.26,state: ,887.67,-11881.2,104462.75,104462.75,0,353.76,170050.1
111,23.49,23.53,56175,57.51712251,volt',102,law,2.81,error,0,-7.23,state: ,887.67,-11879.57,106160.68,106160.68,0,162.73,169793.96
112,23.52,23.6,56302,57.64396143,volt',102,law,2.82,error,-0.01,-7.2,state: ,887.67,-11876.57,107851.6,107851.6,0,300.39,169091.62
113,23.59,23.67,56429,57.77229667,volt',102,law,2.84,error,-0.02,-7.17,state: ,887.67,-11873.79,109535.99,109535.99,0,278.23,168438.46
114,23.65,23.74,56556,57.89677167,volt',102,law,2.86,error,-0.04,-7.13,state: ,887.67,-11871.75,111215.25,111215.25,0,204.11,167924.98
115,23.7,23.81,56683,58.02380371,volt',102,law,2.88,error,-0.05,-7.1,state: ,887.67,-11868.65,112886.03,112886.03,0,309.83,167079.07
116,23.77,23.88,56809,58.1512444,volt',102,law,2.89,error,-0.08,-7.06,state: ,887.67,-11867.01,114552.02,114552.02,0,163.54,166598.26
117,23.81,23.96,56936,58.28036308,volt',102,law,2.91,error,-0.12,-7.02,state: ,887.67,-11865.77,116213.42,116213.42,0,124.28,166140.23
118,23.83,24.03,57063,58.40634227,volt',102,law,2.93,error,-0.1,-6.98,state: ,887.67,-11861.78,117863.14,117863.14,0,398.9,164972.09
119,23.92,24.1,57190,58.53141022,volt',102,law,2.94,error,-0.12,-6.94,state: ,887.67,-11859.47,119505.75,119505.75,0,231.01,164261.03
120,23.97,24.17,57317,58.65864325,volt',102,law,2.96,error,-0.11,-6.9,state: ,887.67,-11855.7,121136.78,121136.78,0,376.94,163102.62
121,24.06,24.23,57444,58.78565931,volt',102,law,2.97,error,-0.13,-6.86,state: ,887.67,-11853.64,122760.59,122760.59,0,205.66,162381.54
122,24.1,24.3,57571,58.91340399,volt',102,law,2.99,error,-0.16,-6.82,state: ,887.67,-11851.82,124376.99,124376.99,0,182.13,161639.37
123,24.14,24.37,57698,59.04044008,volt',102,law,3.01,error,-0.17,-6.77,state: ,887.67,-11849.18,125983.18,125983.18,0,264.06,160619.59
124,24.2,24.44,57825,59.16835833,volt',153,law,3.02,error,-0.19,-6.73,state: ,887.67,-11847.46,127581.58,127581.58,0,171.87,159840.53
125,24.24,24.51,57952,59.29390287,volt',153,law,3.04,error,-0.19,-6.68,state: ,887.67,-11844.47,129168.21,129168.21,0,299.17,158663.57
126,24.32,24.57,58078,59.42155576,volt',153,law,3.06,error,-0.21,-6.63,state: ,887.67,-11842.6,130746.22,130746.22,0,186.89,157800.01
127,24.36,24.64,58205,59.54984117,volt',153,law,3.07,error,-0.24,-6.58,state: ,887.67,-11840.96,132315.62,132315.62,0,163.86,156940.5
128,24.4,24.7,58332,59.6742003,volt',153,law,3.09,error,-0.22,-6.53,state: ,887.67,-11837.63,133871.45,133871.45,0,333.36,155583.56
129,24.48,24.77,58459,59.80243373,volt',153,law,3.1,error,-0.25,-6.48,state: ,887.67,-11836.15,135419.29,135419.29,0,147.67,154784.04
130,24.52,24.84,58586,59.92533875,volt',153,law,3.12,error,-0.25,-6.43,state: ,887.67,-11833.09,136954.12,136954.12,0,306.74,153483.89
131,24.59,24.9,58713,60.05124569,volt',153,law,3.13,error,-0.26,-6.38,state: ,887.67,-11830.97,138478.75,138478.75,0,211.91,152461.7
132,24.64,24.96,58840,60.17922568,volt',153,law,3.15,error,-0.28,-6.33,state: ,887.67,-11829.3,139993.84,139993.84,0,166.97,151510.35
133,24.68,25.03,58967,60.30548263,volt',153,law,3.16,error,-0.26,-6.28,state: ,887.67,-11826.04,141493.92,141493.92,0,325.34,150007.75
134,24.77,25.09,59094,60.43729854,volt',153,law,3.18,error,-0.28,-6.23,state: ,887.67,-11824.5,142984.37,142984.37,0,154.45,149045.53
135,24.81,25.15,59220,60.55934882,volt',153,law,3.19,error,-0.27,-6.17,state: ,887.67,-11821.78,144460.92,144460.92,0,272.15,147654.4
136,24.88,25.21,59347,60.68747783,volt',153,law,3.21,error,-0.29,-6.12,state: ,887.67,-11820.21,145927.23,145927.23,0,157.37,146631.03
137,24.92,25.27,59473,60.81349754,volt',153,law,3.22,error,-0.31,-6.07,state: ,887.67,-11818.61,147382.7,147382.7,0,159.44,145548.18
138,24.97,25.34,59600,60.94018221,volt',153,law,3.24,error,-0.28,-6.01,state: ,887.67,-11815.55,148822.64,148822.64,0,305.9,143993.85
139,25.05,25.4,59727,61.0679214,volt',153,law,3.25,error,-0.3,-5.96,state: ,887.67,-11814.02,150252.1,150252.1,0,153.42,142945.79
140,25.1,25.46,59854,61.19494367,volt',153,law,3.27,error,-0.33,-5.91,state: ,887.67,-11812.7,151671.31,151671.31,0,131.59,141921.09
141,25.13,25.51,59981,61.32295847,volt',153,law,3.28,error,-0.31,-5.85,state: ,887.67,-11809.9,153075.54,153075.54,0,280.09,140423.4
142,25.21,25.57,60108,61.44926119,volt',153,law,3.3,error,-0.33,-5.8,state: ,887.67,-11808.59,154469.7,154469.7,0,131.43,139415.18
143,25.24,25.63,60235,61.57585049,volt',153,law,3.31,error,-0.3,-5.74,state: ,887.67,-11805.54,155847.76,155847.76,0,304.94,137806.26
144,25.33,25.69,60362,61.7026639,volt',153,law,3.32,error,-0.32,-5.69,state: ,887.67,-11804.12,157215.06,157215.06,0,141.69,136730.17
145,25.37,25.75,60489,61.82964158,volt',153,law,3.34,error,-0.34,-5.63,state: ,887.67,-11802.87,158571.5,158571.5,0,124.5,135643.96
146,25.4,25.8,60616,61.956563,volt',153,law,3.35,error,-0.32,-5.57,state: ,887.67,-11800.2,159912.15,159912.15,0,266.94,134065.31
147,25.48,25.86,60743,62.08297729,volt',153,law,3.36,error,-0.34,-5.52,state: ,887.67,-11798.98,161242.26,161242.26,0,122.08,133010.14
148,25.52,25.91,60869,62.20943618,volt',153,law,3.38,error,-0.29,-5.46,state: ,887.67,-11795.5,162553.46,162553.46,0,348.43,131121.01
149,25.63,25.97,60996,62.33643746,volt',153,law,3.39,error,-0.31,-5.41,state: ,887.67,-11794.42,163854.71,163854.71,0,107.88,130125.25
150,25.66,26.02,61123,62.46448278,volt',153,law,3.4,error,-0.32,-5.36,state: ,887.67,-11793.07,165144.56,165144.56,0,134.73,128984.07
151,25.7,26.07,61250,62.59133863,volt',153,law,3.42,error,-0.3,-5.3,state: ,887.67,-11790.48,166419.03,166419.03,0,258.89,127446.91
152,25.77,26.13,61377,62.71828866,volt',153,law,3.43,error,-0.31,-5.24,state: ,887.67,-11788.81,167681.43,167681.43,0,167.16,126239.87
153,25.82,26.18,61504,62.84497666,volt',153,law,3.44,error,-0.28,-5.19,state: ,887.67,-11785.99,168927.57,168927.57,0,281.84,124614.51
154,25.9,26.23,61631,62.97233391,volt',153,law,3.45,error,-0.3,-5.14,state: ,887.67,-11784.77,170163.07,170163.07,0,121.93,123548.87
155,25.94,26.28,61758,63.09849167,volt',153,law,3.47,error,-0.31,-5.08,state: ,887.67,-11783.58,171387.12,171387.12,0,119.21,122406.48
156,25.97,26.33,61885,63.2261343,volt',153,law,3.48,error,-0.28,-5.02,state: ,887.67,-11781.02,172594.84,172594.84,0,255.95,120772.21
157,26.05,26.38,62012,63.35233498,volt',153,law,3.49,error,-0.3,-4.97,state: ,887.67,-11779.96,173792,173792,0,106.34,119715.46
158,26.09,26.43,62138,63.48019433,volt',153,law,3.5,error,-0.27,-4.91,state: ,887.67,-11777.4,174972.54,174972.54,0,255.72,118053.83
159,26.17,26.48,62265,63.60715175,volt',153,law,3.52,error,-0.28,-4.86,state: ,887.67,-11776.29,176142.25,176142.25,0,111.18,116970.08
160,26.21,26.53,62392,63.73366356,volt',153,law,3.53,error,-0.28,-4.81,state: ,887.67,-11774.82,177299.17,177299.17,0,146.93,115692.1
161,26.25,26.58,62519,63.86358404,volt',153,law,3.54,error,-0.25,-4.75,state: ,887.67,-11772.46,178440.48,178440.48,0,235.6,114130.85
162,26.33,26.63,62646,63.98816276,volt',153,law,3.55,error,-0.26,-4.7,state: ,887.67,-11771.17,179570.31,179570.31,0,129.15,112981.71
163,26.37,26.68,62773,64.11458015,volt',153,law,3.56,error,-0.26,-4.65,state: ,887.67,-11769.65,180687.29,180687.29,0,152.5,111699.14
164,26.42,26.72,62900,64.24254084,volt',153,law,3.57,error,-0.23,-4.59,state: ,887.67,-11767.44,181788.96,181788.96,0,221.08,110166.5
165,26.49,26.77,63027,64.3680532,volt',153,law,3.58,error,-0.25,-4.54,state: ,887.67,-11766.54,182880.29,182880.29,0,89.28,109132.17
166,26.52,26.81,63153,64.49608827,volt',153,law,3.59,error,-0.21,-4.49,state: ,887.67,-11764.33,183955.42,183955.42,0,221.16,107514.17
167,26.6,26.86,63280,64.62230873,volt',153,law,3.61,error,-0.21,-4.44,state: ,887.67,-11763.03,185018.51,185018.51,0,130.87,106308.39
168,26.65,26.9,63407,64.75014782,volt',153,law,3.62,error,-0.22,-4.39,state: ,887.67,-11761.9,186069.82,186069.82,0,113.05,105131.94
169,26.69,26.95,63533,64.87706733,volt',153,law,3.63,error,-0.16,-4.33,state: ,887.67,-11759.22,187102.87,187102.87,0,267.23,103304.68
170,26.79,26.99,63660,64.99999142,volt',153,law,3.64,error,-0.17,-4.28,state: ,887.67,-11758.37,188125.68,188125.68,0,85.55,102281.15
171,26.82,27.03,63785,65.13290882,volt',153,law,3.65,error,-0.14,-4.23,state: ,887.67,-11756.48,189133.17,189133.17,0,189.19,100749.84
172,26.89,27.07,63912,65.25319719,volt',153,law,3.66,error,-0.15,-4.18,state: ,887.67,-11755.61,190130.2,190130.2,0,86.23,99702.47
173,26.92,27.12,64037,65.381387,volt',153,law,3.67,error,-0.15,-4.13,state: ,887.67,-11754.37,191114.6,191114.6,0,124.26,98440.61
174,26.97,27.16,64163,65.50394773,volt',153,law,3.68,error,-0.11,-4.08,state: ,887.67,-11752.38,192083.21,192083.21,0,199.24,96861.07
175,27.05,27.2,64289,65.63108659,volt',153,law,3.69,error,-0.1,-4.03,state: ,887.67,-11751.3,193040.18,193040.18,0,107.66,95697.38
176,27.09,27.24,64415,65.75290012,volt',153,law,3.7,error,-0.11,-3.98,state: ,887.67,-11750.38,193985.78,193985.78,0,92.39,94559.36
177,27.13,27.28,64540,65.88002849,volt',153,law,3.71,error,-0.06,-3.93,state: ,887.67,-11748.42,194914.9,194914.9,0,196,92911.74
178,27.22,27.32,64665,66.00683737,volt',153,law,3.72,error,-0.07,-3.89,state: ,887.67,-11747.68,195833.93,195833.93,0,74.14,91903.21
179,27.25,27.36,64790,66.13171601,volt',153,law,3.72,error,-0.02,-3.83,state: ,887.67,-11745.6,196736.09,196736.09,0,207.38,90216.5
180,27.34,27.4,64916,66.25602221,volt',153,law,3.73,error,-0.02,-3.79,state: ,887.67,-11744.53,197627.06,197627.06,0,106.98,89096.56
181,27.38,27.43,65042,66.38525271,volt',153,law,3.74,error,-0.02,-3.74,state: ,887.67,-11743.74,198507.57,198507.57,0,78.94,88052.99
182,27.41,27.47,65167,66.50588846,volt',153,law,3.75,error,0.01,-3.69,state: ,887.67,-11742.17,199373.82,199373.82,0,157.45,86624.5
183,27.48,27.51,65292,66.63333988,volt',153,law,3.76,error,0.01,-3.65,state: ,887.67,-11741.11,200228.64,200228.64,0,105.46,85481.21
184,27.52,27.54,65417,66.78030229,volt',153,law,3.77,error,0.01,-3.6,state: ,887.67,-11740.48,201073.6,201073.6,0,63.2,84497.67
185,27.55,27.58,65541,66.87917137,volt',153,law,3.78,error,0.08,-3.55,state: ,887.67,-11738.12,201899.54,201899.54,0,236.18,82594.39
186,27.66,27.62,65665,67.00214911,volt',153,law,3.79,error,0.07,-3.51,state: ,887.67,-11737.5,202716.31,202716.31,0,62.27,81675.06
187,27.69,27.65,65788,67.1290524,volt',153,law,3.79,error,0.13,-3.46,state: ,887.67,-11735.77,203516.67,203516.67,0,172.99,80036.75
188,27.78,27.69,65913,67.25196815,volt',153,law,3.8,error,0.13,-3.42,state: ,887.67,-11735.04,204307.06,204307.06,0,73.28,79039.23
189,27.81,27.72,66037,67.37597346,volt',153,law,3.81,error,0.14,-3.38,state: ,887.67,-11734.12,205085.89,205085.89,0,91.64,77882.19
190,27.86,27.75,66161,67.50230503,volt',153,law,3.82,error,0.17,-3.33,state: ,887.67,-11732.84,205851.21,205851.21,0,127.61,76532.37
191,27.92,27.79,66286,67.62605643,volt',153,law,3.83,error,0.17,-3.29,state: ,887.67,-11732.09,206606.18,206606.18,0,75.29,75496.84
192,27.96,27.82,66410,67.75338769,volt',153,law,3.83,error,0.19,-3.24,state: ,887.67,-11731.05,207348.79,207348.79,0,104.15,74262.03
193,28.01,27.85,66535,67.89330196,volt',153,law,3.84,error,0.22,-3.2,state: ,887.67,-11729.91,208078.6,208078.6,0,114.3,72981.61
194,28.07,27.88,66659,67.99823642,volt',153,law,3.85,error,0.24,-3.16,state: ,887.67,-11728.92,208796.57,208796.57,0,98.46,71797.39
195,28.12,27.92,66783,68.11966491,volt',153,law,3.86,error,0.25,-3.12,state: ,887.67,-11728.04,209503.17,209503.17,0,88.63,70659.35
196,28.17,27.95,66907,68.24679089,volt',153,law,3.86,error,0.29,-3.08,state: ,887.67,-11726.77,210196.29,210196.29,0,126.55,69313.79
197,28.24,27.98,67032,68.36970472,volt',153,law,3.87,error,0.3,-3.04,state: ,887.67,-11726.04,210879.42,210879.42,0,72.47,68311.84
198,28.27,28.01,67155,68.49636579,volt',153,law,3.88,error,0.37,-2.99,state: ,887.67,-11724.25,211545.03,211545.03,0,179.45,66560.18
199,28.38,28.04,67280,68.62076116,volt',153,law,3.88,error,0.37,-2.96,state: ,887.67,-11723.7,212201.73,212201.73,0,54.44,65671.42
200,28.41,28.07,67404,68.74389482,volt',153,law,3.89,error,0.38,-2.92,state: ,887.67,-11723.11,212848.31,212848.31,0,59.82,64657.58
201,28.45,28.1,67527,68.87028933,volt',153,law,3.9,error,0.42,-2.87,state: ,887.67,-11722.01,213481.25,213481.25,0,109.63,63293.32
202,28.52,28.13,67652,68.99204683,volt',153,law,3.9,error,0.44,-2.84,state: ,887.67,-11721.25,214103.25,214103.25,0,75.97,62200.83
203,28.57,28.15,67776,69.11494374,volt',153,law,3.91,error,0.46,-2.8,state: ,887.67,-11720.46,214714.35,214714.35,0,78.91,61110.5
204,28.61,28.18,67900,69.24439263,volt',153,law,3.91,error,0.5,-2.76,state: ,887.67,-11719.29,215311.9,215311.9,0,117.45,59754.77
205,28.68,28.21,68025,69.36464357,volt',153,law,3.92,error,0.52,-2.72,state: ,887.67,-11718.45,215898.48,215898.48,0,83.46,58657.26
206,28.73,28.24,68149,69.48977971,volt',153,law,3.93,error,0.53,-2.69,state: ,887.67,-11717.98,216476.18,216476.18,0,47.26,57769.84
207,28.76,28.26,68273,69.61073709,volt',153,law,3.93,error,0.59,-2.65,state: ,887.67,-11716.72,217038.7,217038.7,0,126.22,56251
208,28.85,28.29,68398,69.73759794,volt',153,law,3.94,error,0.6,-2.61,state: ,887.67,-11716.07,217591.34,217591.34,0,64.59,55263.94
