,h1,h2,time_arduino,time_python
1378,25.79,69.82,193268.0,1708084135.5027337
1379,25.74,69.87,193359.0,1708084135.5968513
1380,25.64,69.89,193451.0,1708084135.687946
1381,25.5,69.9,193543.0,1708084135.7760382
1382,25.4,69.93,193634.0,1708084135.8702214
1383,25.38,69.94,193725.0,1708084135.9602969
1384,25.36,69.99,193816.0,1708084136.0504732
1385,25.25,69.99,193907.0,1708084136.144659
1386,25.18,70.02,193999.0,1708084136.2344048
1387,25.13,70.07,194091.0,1708084136.3266997
1388,25.2,70.07,194182.0,1708084136.4148908
1389,25.26,70.1,194273.0,1708084136.5110173
1390,25.33,70.11,194365.0,1708084136.6013546
1391,25.37,70.16,194456.0,1708084136.6914203
1392,25.44,70.2,194547.0,1708084136.7845917
1393,25.49,70.17,194638.0,1708084136.8737113
1394,25.55,70.21,194729.0,1708084136.9649093
1395,25.65,70.28,194822.0,1708084137.058083
1396,25.73,70.27,194913.0,1708084137.1481607
1397,25.67,70.26,195004.0,1708084137.239696
1398,25.47,70.3,195095.0,1708084137.3334723
1399,25.29,70.31,195186.0,1708084137.4235823
1400,25.24,70.36,195278.0,1708084137.5127056
1401,25.19,70.36,195369.0,1708084137.6048524
1402,25.06,70.4,195461.0,1708084137.6986656
1403,24.92,70.43,195552.0,1708084137.788081
1404,24.86,70.41,195643.0,1708084137.878183
1405,24.78,70.42,195735.0,1708084137.9714425
1406,24.64,70.45,195826.0,1708084138.06333
1407,24.54,70.48,195917.0,1708084138.153554
1408,24.5,70.5,196008.0,1708084138.246811
1409,24.45,70.53,196101.0,1708084138.335945
1410,24.33,70.56,196192.0,1708084138.4260674
1411,24.28,70.58,196283.0,1708084138.5211427
1412,24.29,70.61,196374.0,1708084138.610313
1413,24.29,70.63,196465.0,1708084138.7002861
1414,24.35,70.64,196557.0,1708084138.791256
1415,24.4,70.68,196648.0,1708084138.885198
1416,24.48,70.71,196740.0,1708084138.9749217
1417,24.51,70.73,196831.0,1708084139.066967
1418,24.57,70.76,196922.0,1708084139.1591825
1419,24.62,70.75,197014.0,1708084139.2493036
1420,24.68,70.79,197105.0,1708084139.3394268
1421,24.73,70.81,197196.0,1708084139.4335892
1422,24.79,70.86,197287.0,1708084139.5275688
1423,24.92,70.85,197380.0,1708084139.615822
1424,24.94,70.84,197471.0,1708084139.7074916
1425,24.8,70.92,197562.0,1708084139.8015296
1426,24.6,70.9,197653.0,1708084139.8881319
1427,24.51,70.94,197744.0,1708084139.9823809
1428,24.43,70.97,197836.0,1708084140.0725462
1429,24.33,70.97,197927.0,1708084140.1636717
1430,24.21,71.02,198019.0,1708084140.2546651
1431,24.08,71.01,198110.0,1708084140.3559136
1432,24.04,71.04,198201.0,1708084140.4370427
1433,23.94,71.08,198293.0,1708084140.5297022
1434,23.82,71.08,198384.0,1708084140.6212885
1435,23.68,71.14,198475.0,1708084140.7124145
1436,23.66,71.14,198566.0,1708084140.8028147
1437,23.68,71.16,198659.0,1708084140.895786
1438,23.54,71.19,198750.0,1708084140.9859087
1439,23.41,71.17,198841.0,1708084141.0752811
1440,23.39,71.24,198932.0,1708084141.1700876
1441,23.46,71.26,199023.0,1708084141.2602816
1442,23.54,71.28,199115.0,1708084141.3544064
1443,23.6,71.31,199206.0,1708084141.4404838
1444,23.64,71.31,199298.0,1708084141.5346532
1445,23.68,71.38,199389.0,1708084141.6249
1446,23.75,71.36,199480.0,1708084141.7149
1447,23.8,71.38,199572.0,1708084141.8091445
1448,23.84,71.43,199663.0,1708084141.8991485
1449,23.94,71.45,199754.0,1708084141.9892285
1450,24.05,71.48,199845.0,1708084142.0835083
1451,24.01,71.46,199938.0,1708084142.175649
1452,23.82,71.52,200029.0,1708084142.2647498
1453,23.63,71.5,200120.0,1708084142.3585026
1454,23.59,71.54,200211.0,1708084142.448016
1455,23.5,71.58,200302.0,1708084142.538139
1456,23.39,71.57,200394.0,1708084142.6300945
1457,23.25,71.63,200485.0,1708084142.7223377
1458,23.16,71.62,200577.0,1708084142.8134954
1459,23.11,71.62,200668.0,1708084142.903559
1460,22.99,71.68,200759.0,1708084142.9971366
1461,22.89,71.69,200851.0,1708084143.0869954
1462,22.83,71.72,200942.0,1708084143.1771343
1463,22.81,71.75,201033.0,1708084143.2712839
1464,22.66,71.75,201124.0,1708084143.3653972
1465,22.59,71.8,201217.0,1708084143.4515052
1466,22.61,71.79,201308.0,1708084143.5476356
1467,22.6,71.84,201399.0,1708084143.637721
1468,22.67,71.86,201490.0,1708084143.7258759
1469,22.73,71.86,201581.0,1708084143.8180554
1470,22.8,71.92,201673.0,1708084143.910252
1471,22.8,71.93,201764.0,1708084144.0003757
1472,22.87,71.96,201856.0,1708084144.092662
1473,22.96,71.97,201947.0,1708084144.1856215
1474,23.0,71.98,202038.0,1708084144.2747447
1475,23.03,72.0,202130.0,1708084144.3648255
1476,23.1,72.05,202221.0,1708084144.4590356
1477,23.24,72.05,202312.0,1708084144.5491152
1478,23.26,72.04,202403.0,1708084144.640238
1479,23.15,72.1,202496.0,1708084144.734142
1480,22.95,72.09,202587.0,1708084144.8283617
1481,22.85,72.13,202678.0,1708084144.9146247
1482,22.78,72.15,202769.0,1708084145.0037344
1483,22.67,72.16,202860.0,1708084145.0989687
1484,22.56,72.2,202952.0,1708084145.190122
1485,22.42,72.19,203043.0,1708084145.278236
1486,22.37,72.21,203134.0,1708084145.3741622
1487,22.29,72.23,203226.0,1708084145.4627068
1488,22.18,72.23,203317.0,1708084145.5526295
1489,22.0,72.28,203409.0,1708084145.6488554
1490,22.01,72.31,203500.0,1708084145.7378519
1491,21.89,72.33,203591.0,1708084145.8298368
1492,21.82,72.35,203682.0,1708084145.921575
1493,21.78,72.35,203774.0,1708084146.0122485
1494,21.76,72.42,203866.0,1708084146.102473
1495,21.82,72.44,203957.0,1708084146.19247
1496,21.91,72.46,204048.0,1708084146.2867272
1497,21.97,72.49,204139.0,1708084146.3778193
1498,22.01,72.5,204231.0,1708084146.4666762
1499,22.08,72.54,204322.0,1708084146.5600865
1500,22.13,72.52,204413.0,1708084146.6507971
1501,22.19,72.55,204505.0,1708084146.7413633
1502,22.24,72.58,204596.0,1708084146.835597
1503,22.3,72.58,204688.0,1708084146.924982
1504,22.39,72.67,204779.0,1708084147.014836
1505,22.51,72.66,204870.0,1708084147.1089618
1506,22.47,72.64,204961.0,1708084147.2020686
1507,22.28,72.72,205053.0,1708084147.289206
1508,22.12,72.67,205145.0,1708084147.379317
1509,22.04,72.75,205236.0,1708084147.473879
1510,21.97,72.76,205327.0,1708084147.5645828
1511,21.88,72.76,205418.0,1708084147.6576905
1512,21.74,72.82,205510.0,1708084147.7499542
1513,21.64,72.77,205601.0,1708084147.8389468
1514,21.57,72.84,205692.0,1708084147.9290316
1515,21.48,72.85,205784.0,1708084148.0216758
1516,21.34,72.85,205875.0,1708084148.1134486
1517,21.22,72.93,205967.0,1708084148.206572
1518,21.24,72.91,206058.0,1708084148.2967596
1519,21.18,72.94,206149.0,1708084148.3868165
1520,21.06,72.96,206240.0,1708084148.4789524
1521,21.02,72.98,206331.0,1708084148.5670044
1522,20.97,73.05,206424.0,1708084148.661316
1523,21.01,73.02,206515.0,1708084148.7513442
1524,21.08,73.08,206606.0,1708084148.8472848
1525,21.13,73.11,206697.0,1708084148.9356692
1526,21.21,73.09,206789.0,1708084149.0268207
1527,21.26,73.16,206880.0,1708084149.1159248
1528,21.31,73.13,206971.0,1708084149.2140718
1529,21.36,73.18,207063.0,1708084149.3001535
1530,21.42,73.22,207154.0,1708084149.3903067
1531,21.47,73.19,207246.0,1708084149.4872293
1532,21.53,73.29,207337.0,1708084149.575597
1533,21.66,73.26,207428.0,1708084149.6656413
1534,21.72,73.24,207519.0,1708084149.7567475
1535,21.61,73.34,207610.0,1708084149.851051
1536,21.42,73.27,207703.0,1708084149.9401002
1537,21.28,73.35,207794.0,1708084150.030297
1538,21.22,73.35,207885.0,1708084150.1244211
1539,21.02,73.34,207976.0,1708084150.2155738
1540,20.88,73.41,208068.0,1708084150.304669
1541,20.83,73.36,208159.0,1708084150.3987865
1542,20.74,73.44,208250.0,1708084150.4881299
1543,20.64,73.44,208342.0,1708084150.5780423
1544,20.52,73.45,208433.0,1708084150.6742985
1545,20.48,73.52,208525.0,1708084150.7632945
1546,20.43,73.5,208616.0,1708084150.8534138
1547,20.3,73.54,208707.0,1708084150.943504
1548,20.29,73.57,208798.0,1708084151.0377855
1549,20.25,73.56,208889.0,1708084151.1291854
1550,20.26,73.62,208982.0,1708084151.220182
1551,20.35,73.62,209073.0,1708084151.312159
1552,20.41,73.67,209164.0,1708084151.403275
1553,20.47,73.69,209255.0,1708084151.492283
1554,20.5,73.7,209347.0,1708084151.5855525
1555,20.54,73.75,209438.0,1708084151.676782
1556,20.61,73.71,209529.0,1708084151.770777
1557,20.67,73.77,209620.0,1708084151.8600016
1558,20.7,73.8,209712.0,1708084151.951007
1559,20.77,73.78,209804.0,1708084152.0432744
1560,20.86,73.87,209895.0,1708084152.1303074
1561,20.99,73.83,209986.0,1708084152.2281582
1562,20.98,73.83,210077.0,1708084152.3156457
1563,20.8,73.91,210168.0,1708084152.406791
1564,20.63,73.86,210260.0,1708084152.5008452
1565,20.52,73.94,210352.0,1708084152.5899415
1566,20.45,73.94,210443.0,1708084152.6801133
1567,20.36,73.94,210534.0,1708084152.7736435
1568,20.22,74.0,210626.0,1708084152.864512
1569,20.13,73.95,210717.0,1708084152.9546442
1570,20.08,74.01,210808.0,1708084153.0488298
1571,19.97,74.03,210899.0,1708084153.1388798
1572,19.84,74.03,210991.0,1708084153.229009
1573,19.76,74.09,211083.0,1708084153.3191366
1574,19.75,74.07,211174.0,1708084153.4132614
1575,19.65,74.11,211265.0,1708084153.5023794
1576,19.55,74.14,211356.0,1708084153.5934987
1577,19.56,74.13,211447.0,1708084153.6877542
1578,19.54,74.19,211539.0,1708084153.7796967
1579,19.59,74.18,211631.0,1708084153.868002
1580,19.66,74.21,211722.0,1708084153.9610193
1581,19.71,74.25,211813.0,1708084154.053426
1582,19.76,74.24,211905.0,1708084154.1424067
1583,19.81,74.31,211996.0,1708084154.2364976
1584,19.87,74.29,212087.0,1708084154.3297446
1585,19.93,74.33,212178.0,1708084154.4166958
1586,19.97,74.36,212270.0,1708084154.51172
1587,20.03,74.34,212362.0,1708084154.6001194
1588,20.11,74.43,212453.0,1708084154.690133
1589,20.22,74.4,212544.0,1708084154.7841806
1590,20.17,74.39,212635.0,1708084154.8764632
1591,20.0,74.48,212726.0,1708084154.9646146
1592,19.87,74.42,212818.0,1708084155.0552895
1593,19.79,74.49,212910.0,1708084155.150861
1594,19.72,74.49,213001.0,1708084155.238989
1595,19.59,74.5,213092.0,1708084155.3301132
1596,19.46,74.57,213184.0,1708084155.4233603
1597,19.4,74.53,213275.0,1708084155.5151901
1598,19.31,74.59,213366.0,1708084155.604482
1599,19.2,74.59,213457.0,1708084155.698734
1600,19.1,74.6,213549.0,1708084155.7889805
1601,19.06,74.66,213641.0,1708084155.8789778
1602,19.0,74.65,213732.0,1708084155.9690971
1603,18.85,74.68,213823.0,1708084156.0681148
1604,18.84,74.71,213914.0,1708084156.1522458
1605,18.84,74.71,214005.0,1708084156.242473
1606,18.84,74.78,214097.0,1708084156.3366768
1607,18.92,74.77,214189.0,1708084156.4267235
1608,18.97,74.81,214280.0,1708084156.5174754
1609,19.03,74.84,214371.0,1708084156.6136281
1610,19.07,74.84,214462.0,1708084156.701217
1611,19.14,74.9,214554.0,1708084156.7926905
1612,19.21,74.88,214645.0,1708084156.885387
1613,19.26,74.92,214736.0,1708084156.977368
1614,19.28,74.94,214828.0,1708084157.0669909
1615,19.34,74.93,214920.0,1708084157.1552665
1616,19.45,75.01,215011.0,1708084157.2509344
1617,19.57,74.99,215102.0,1708084157.3420165
1618,19.58,75.0,215193.0,1708084157.4301872
1619,19.43,75.07,215284.0,1708084157.5253537
1620,19.24,75.01,215376.0,1708084157.6167066
1621,19.12,75.1,215468.0,1708084157.704705
1622,19.05,75.1,215559.0,1708084157.799825
1623,18.98,75.1,215650.0,1708084157.8919532
1624,18.84,75.16,215741.0,1708084157.9790275
1625,18.73,75.11,215833.0,1708084158.0742016
1626,18.67,75.18,215924.0,1708084158.1633258
1627,18.58,75.17,216015.0,1708084158.2534015
1628,18.46,75.17,216107.0,1708084158.3445654
1629,18.38,75.26,216199.0,1708084158.4388201
1630,18.34,75.24,216290.0,1708084158.5277665
1631,18.25,75.27,216381.0,1708084158.621975
1632,18.16,75.29,216472.0,1708084158.712194
1633,18.17,75.28,216563.0,1708084158.8023157
1634,18.14,75.34,216655.0,1708084158.9043891
1635,18.2,75.34,216747.0,1708084158.986339
1636,18.28,75.38,216838.0,1708084159.0766275
1637,18.32,75.42,216929.0,1708084159.1687837
1638,18.38,75.41,217020.0,1708084159.261062
1639,18.42,75.46,217112.0,1708084159.3510284
1640,18.54,75.45,217203.0,1708084159.4411986
1641,18.6,75.49,217294.0,1708084159.531311
1642,18.63,75.51,217385.0,1708084159.6263816
1643,18.71,75.49,217478.0,1708084159.7176812
1644,18.8,75.54,217569.0,1708084159.8067443
1645,18.91,75.58,217660.0,1708084159.900063
1646,19.0,75.57,217751.0,1708084159.9899902
1647,18.93,75.57,217842.0,1708084160.082175
1648,18.74,75.62,217934.0,1708084160.1755884
1649,18.56,75.62,218025.0,1708084160.2643971
1650,18.51,75.67,218117.0,1708084160.3556805
1651,18.43,75.67,218208.0,1708084160.4487965
1652,18.34,75.67,218299.0,1708084160.5399196
1653,18.2,75.72,218391.0,1708084160.628911
1654,18.1,75.72,218482.0,1708084160.719015
1655,18.04,75.73,218573.0,1708084160.8132958
1656,17.94,75.76,218664.0,1708084160.9042509
1657,17.83,75.78,218757.0,1708084160.9935439
1658,17.75,75.79,218848.0,1708084161.0876637
1659,17.71,75.82,218939.0,1708084161.1796715
1660,17.6,75.83,219030.0,1708084161.2689133
1661,17.56,75.86,219121.0,1708084161.363169
1662,17.56,75.87,219213.0,1708084161.4522445
1663,17.55,75.91,219304.0,1708084161.5422149
1664,17.61,75.94,219396.0,1708084161.6385527
1665,17.68,75.96,219487.0,1708084161.7266595
1666,17.75,75.98,219578.0,1708084161.8167818
1667,17.77,75.98,219670.0,1708084161.908608
1668,17.84,76.02,219761.0,1708084162.0010269
1669,17.91,76.03,219852.0,1708084162.0925019
1670,17.95,76.05,219943.0,1708084162.1832519
1671,18.01,76.07,220036.0,1708084162.2773805
1672,18.06,76.09,220127.0,1708084162.3656478
1673,18.14,76.1,220218.0,1708084162.4556684
1674,18.21,76.17,220309.0,1708084162.5518959
1675,18.35,76.16,220400.0,1708084162.6407862
1676,18.37,76.13,220492.0,1708084162.730142
1677,18.25,76.2,220583.0,1708084162.826293
1678,18.05,76.17,220675.0,1708084162.91429
1679,17.94,76.23,220766.0,1708084163.006512
1680,17.87,76.25,220857.0,1708084163.0946362
1681,17.77,76.25,220949.0,1708084163.1887598
1682,17.67,76.3,221040.0,1708084163.2788918
1683,17.54,76.29,221131.0,1708084163.369011
1684,17.47,76.33,221222.0,1708084163.4643517
1685,17.39,76.33,221315.0,1708084163.5533793
1686,17.29,76.33,221406.0,1708084163.645493
1687,17.15,76.39,221497.0,1708084163.738482
1688,17.11,76.39,221588.0,1708084163.8286479
1689,17.11,76.42,221679.0,1708084163.9188833
1690,16.93,76.44,221771.0,1708084164.0140307
1691,16.89,76.43,221862.0,1708084164.1020813
1692,16.87,76.49,221954.0,1708084164.1922216
1693,16.95,76.5,222045.0,1708084164.282376
1694,17.02,76.53,222136.0,1708084164.3766232
1695,17.09,76.58,222228.0,1708084164.4716787
1696,17.15,76.57,222319.0,1708084164.5567427
1697,17.2,76.62,222410.0,1708084164.6518912
1698,17.25,76.61,222501.0,1708084164.743119
1699,17.33,76.61,222593.0,1708084164.8332422
1700,17.39,76.67,222685.0,1708084164.9273746
1701,17.43,76.65,222776.0,1708084165.0166152
1702,17.5,76.69,222867.0,1708084165.1065981
1703,17.62,76.74,222958.0,1708084165.1998613
1704,17.73,76.73,223050.0,1708084165.289861
1705,17.67,76.74,223141.0,1708084165.382027
1706,17.51,76.79,223233.0,1708084165.4734259
1707,17.32,76.75,223324.0,1708084165.5643702
1708,17.25,76.81,223415.0,1708084165.6543903
1709,17.17,76.82,223507.0,1708084165.746616
1710,17.05,76.85,223598.0,1708084165.8407333
1711,16.94,76.87,223689.0,1708084165.9291294
1712,16.85,76.85,223780.0,1708084166.0229793
1713,16.79,76.89,223872.0,1708084166.1131268
1714,16.68,76.9,223964.0,1708084166.2042296
1715,16.58,76.92,224055.0,1708084166.294353
1716,16.5,76.95,224146.0,1708084166.3895981
1717,16.47,76.97,224237.0,1708084166.4780064
1718,16.35,76.98,224328.0,1708084166.56778
1719,16.28,77.0,224420.0,1708084166.6577878
1720,16.3,77.01,224512.0,1708084166.7531917
1721,16.28,77.06,224603.0,1708084166.8442183
1722,16.34,77.07,224694.0,1708084166.9332964
1723,16.41,77.1,224786.0,1708084167.0283253
1724,16.5,77.13,224877.0,1708084167.1165333
1725,16.57,77.14,224968.0,1708084167.2077174
1726,16.62,77.16,225059.0,1708084167.3018296
1727,16.69,77.17,225150.0,1708084167.3910863
1728,16.75,77.21,225243.0,1708084167.4810245
1729,16.8,77.2,225334.0,1708084167.578339
1730,16.85,77.22,225425.0,1708084167.665493
1731,16.96,77.29,225516.0,1708084167.7580292
1732,17.08,77.28,225607.0,1708084167.8467047
1733,17.13,77.27,225699.0,1708084167.9408553
1734,17.0,77.33,225790.0,1708084168.031934
1735,16.81,77.29,225882.0,1708084168.122177
1736,16.69,77.36,225973.0,1708084168.216359
1737,16.63,77.37,226065.0,1708084168.3064485
1738,16.53,77.37,226156.0,1708084168.3955762
1739,16.4,77.43,226247.0,1708084168.4886365
1740,16.27,77.4,226338.0,1708084168.5848186
1741,16.14,77.44,226429.0,1708084168.6683476
1742,16.03,77.47,226522.0,1708084168.7630696
1743,15.92,77.47,226613.0,1708084168.8530369
1744,15.87,77.51,226704.0,1708084168.9439807
1745,15.8,77.52,226795.0,1708084169.0334587
1746,15.69,77.55,226886.0,1708084169.128543
1747,15.69,77.57,226978.0,1708084169.217618
1748,15.67,77.58,227069.0,1708084169.3128145
1749,15.66,77.64,227161.0,1708084169.4020426
1750,15.76,77.66,227252.0,1708084169.4931412
1751,15.85,77.67,227343.0,1708084169.58331
1752,15.91,77.7,227435.0,1708084169.6774347
1753,15.96,77.7,227526.0,1708084169.766532
1754,16.05,77.73,227617.0,1708084169.858683
1755,16.11,77.75,227708.0,1708084169.9507658
1756,16.16,77.77,227801.0,1708084170.042899
1757,16.22,77.79,227892.0,1708084170.1309793
1758,16.3,77.79,227983.0,1708084170.222172
1759,16.37,77.82,228074.0,1708084170.3163638
1760,16.47,77.87,228165.0,1708084170.4075496
1761,16.59,77.86,228257.0,1708084170.4962738
1762,16.56,77.85,228348.0,1708084170.5898519
1763,16.41,77.9,228440.0,1708084170.680919
1764,16.19,77.88,228531.0,1708084170.772065
1765,16.11,77.94,228622.0,1708084170.8644886
1766,16.05,77.95,228714.0,1708084170.9552946
1767,15.95,77.95,228805.0,1708084171.0472896
1768,15.82,77.99,228896.0,1708084171.1416736
1769,15.72,77.98,228987.0,1708084171.2297947
1770,15.67,78.02,229079.0,1708084171.3184588
1771,15.55,78.03,229171.0,1708084171.4099271
1772,15.45,78.05,229262.0,1708084171.5031009
1773,15.36,78.09,229353.0,1708084171.5940945
1774,15.33,78.22,229444.0,1708084171.685408
1775,15.2,78.5,229536.0,1708084171.7775378
1776,14.9,78.55,229627.0,1708084171.8675945
1777,14.73,78.54,229719.0,1708084171.9577706
1778,14.73,78.58,229810.0,1708084172.0520172
1779,14.78,78.56,229901.0,1708084172.142022
1780,14.83,78.58,229993.0,1708084172.233174
1781,14.94,78.62,230084.0,1708084172.3274052
1782,15.01,78.6,230175.0,1708084172.4175258
1783,15.08,78.64,230266.0,1708084172.507605
1784,15.16,78.64,230358.0,1708084172.5979352
1785,15.23,78.66,230450.0,1708084172.690896
1786,15.32,78.7,230541.0,1708084172.7820156
1787,15.38,78.71,230632.0,1708084172.871016
1788,15.47,78.74,230723.0,1708084172.9672692
1789,15.54,78.72,230814.0,1708084173.056267
1790,15.63,78.75,230906.0,1708084173.1475205
1791,15.81,78.82,230998.0,1708084173.239764
1792,15.92,78.78,231089.0,1708084173.3338828
1793,15.82,78.77,231180.0,1708084173.422011
1794,15.62,78.83,231272.0,1708084173.5141363
1795,15.46,78.77,231363.0,1708084173.6052308
1796,15.41,78.88,231454.0,1708084173.6943872
1797,15.32,78.86,231545.0,1708084173.7874136
1798,15.22,78.84,231636.0,1708084173.8796062
1799,15.08,78.93,231729.0,1708084173.9707804
1800,14.99,78.88,231820.0,1708084174.0588267
1801,14.96,78.91,231911.0,1708084174.156915
1802,14.86,78.93,232002.0,1708084174.2452426
1803,14.73,78.94,232093.0,1708084174.3331954
1804,14.67,78.97,232185.0,1708084174.4305007
1805,14.64,78.97,232276.0,1708084174.5186274
1806,14.5,78.99,232368.0,1708084174.611434
1807,14.48,79.01,232459.0,1708084174.7018707
1808,14.5,79.01,232550.0,1708084174.792979
1809,14.48,79.06,232642.0,1708084174.8831477
1810,14.57,79.04,232733.0,1708084174.972245
1811,14.65,79.07,232824.0,1708084175.066493
1812,14.74,79.12,232915.0,1708084175.1612692
1813,14.8,79.12,233007.0,1708084175.2469473
1814,14.88,79.17,233099.0,1708084175.341867
1815,14.94,79.14,233190.0,1708084175.43094
1816,15.0,79.17,233281.0,1708084175.521866
1817,15.06,79.21,233372.0,1708084175.616235
1818,15.13,79.21,233464.0,1708084175.7083607
1819,15.21,79.27,233555.0,1708084175.7964876
1820,15.34,79.25,233647.0,1708084175.8916082
1821,15.36,79.24,233738.0,1708084175.9797325
1822,15.19,79.32,233829.0,1708084176.0708609
1823,15.01,79.26,233921.0,1708084176.1629417
1824,14.93,79.33,234012.0,1708084176.2552276
1825,14.84,79.34,234103.0,1708084176.3453534
1826,14.74,79.33,234194.0,1708084176.436475
1827,14.62,79.41,234286.0,1708084176.5285668
1828,14.5,79.34,234378.0,1708084176.6194925
1829,14.45,79.38,234469.0,1708084176.7098505
1830,14.37,79.42,234560.0,1708084176.803931
1831,14.26,79.38,234651.0,1708084176.8950968
1832,14.16,79.47,234742.0,1708084176.9832156
1833,14.13,79.45,234834.0,1708084177.078467
1834,14.04,79.45,234926.0,1708084177.168592
1835,13.94,79.49,235017.0,1708084177.258597
1836,13.96,79.48,235108.0,1708084177.3476584
1837,13.92,79.54,235200.0,1708084177.4434857
1838,13.98,79.55,235291.0,1708084177.5324066
1839,14.1,79.58,235382.0,1708084177.6222126
1840,14.17,79.6,235473.0,1708084177.7192752
1841,14.32,79.59,235565.0,1708084177.806459
1842,14.41,79.64,235657.0,1708084177.8975883
1843,14.48,79.63,235748.0,1708084177.9928324
1844,14.54,79.64,235839.0,1708084178.0828278
1845,14.56,79.69,235930.0,1708084178.1718535
1846,14.63,79.67,236021.0,1708084178.2662058
1847,14.75,79.75,236113.0,1708084178.3573253
1848,14.87,79.74,236205.0,1708084178.4463995
1849,14.79,79.69,236296.0,1708084178.535574
1850,14.59,79.79,236387.0,1708084178.6307228
1851,14.44,79.74,236478.0,1708084178.7202015
1852,14.36,79.79,236570.0,1708084178.811946
1853,14.3,79.82,236661.0,1708084178.9048884
1854,14.19,79.79,236752.0,1708084178.994109
1855,14.04,79.87,236844.0,1708084179.0864017
1856,13.97,79.83,236935.0,1708084179.1795697
1857,13.93,79.9,237027.0,1708084179.268585
1858,13.85,79.92,237118.0,1708084179.3598158
1859,13.75,79.87,237209.0,1708084179.4511225
1860,13.63,79.96,237300.0,1708084179.5426621
1861,13.57,79.93,237392.0,1708084179.6331778
1862,13.49,79.94,237484.0,1708084179.7242503
1863,13.5,79.98,237575.0,1708084179.818361
1864,13.53,79.95,237666.0,1708084179.9085746
1865,13.57,80.01,237757.0,1708084179.9986837
1866,13.66,80.02,237849.0,1708084180.091936
1867,13.74,80.02,237940.0,1708084180.18281
1868,13.8,80.06,238031.0,1708084180.2730792
1869,13.88,80.06,238123.0,1708084180.3673124
1870,13.97,80.11,238214.0,1708084180.4564033
1871,14.04,80.11,238306.0,1708084180.54857
1872,14.08,80.11,238397.0,1708084180.6376731
1873,14.13,80.16,238488.0,1708084180.7317953
1874,14.21,80.14,238579.0,1708084180.8229218
1875,14.3,80.22,238670.0,1708084180.9109855
1876,14.43,80.21,238763.0,1708084181.0069308
1877,14.48,80.17,238854.0,1708084181.0964186
1878,14.33,80.27,238945.0,1708084181.187417
1879,14.13,80.2,239036.0,1708084181.2812603
1880,14.02,80.26,239128.0,1708084181.3695858
1881,13.93,80.3,239219.0,1708084181.4605289
1882,13.85,80.27,239310.0,1708084181.5544713
1883,13.74,80.34,239401.0,1708084181.644416
1884,13.6,80.29,239493.0,1708084181.7353587
1885,13.56,80.32,239585.0,1708084181.826302
1886,13.48,80.36,239676.0,1708084181.9192445
1887,13.35,80.34,239767.0,1708084182.0091896
1888,13.26,80.41,239858.0,1708084182.0991328
1889,13.24,80.41,239949.0,1708084182.1930752
1890,13.16,80.41,240041.0,1708084182.2840192
1891,13.03,80.45,240133.0,1708084182.3729622
1892,13.05,80.43,240224.0,1708084182.4679031
1893,13.09,80.5,240315.0,1708084182.5574627
1894,13.21,80.49,240407.0,1708084182.6477156
1895,13.3,80.49,240498.0,1708084182.7417727
1896,13.34,80.54,240589.0,1708084182.831898
1897,13.4,80.52,240680.0,1708084182.9229825
1898,13.5,80.58,240772.0,1708084183.018233
1899,13.57,80.57,240864.0,1708084183.1083293
1900,13.63,80.58,240955.0,1708084183.1965241
1901,13.68,80.64,241046.0,1708084183.2905161
1902,13.74,80.62,241137.0,1708084183.381768
1903,13.86,80.69,241228.0,1708084183.471636
1904,13.98,80.68,241320.0,1708084183.561017
1905,13.93,80.63,241412.0,1708084183.6571405
1906,13.73,80.73,241503.0,1708084183.745368
1907,13.57,80.68,241594.0,1708084183.8364124
1908,13.48,80.74,241685.0,1708084183.92945
1909,13.42,80.78,241777.0,1708084184.0197604
1910,13.33,80.73,241868.0,1708084184.1107547
1911,13.18,80.81,241959.0,1708084184.205004
1912,13.09,80.77,242051.0,1708084184.2968152
1913,13.06,80.82,242143.0,1708084184.3872461
1914,12.99,80.85,242234.0,1708084184.4743786
1915,12.87,80.79,242325.0,1708084184.5694268
1916,12.76,80.88,242416.0,1708084184.6596236
1917,12.69,80.86,242507.0,1708084184.74868
1918,12.6,80.86,242599.0,1708084184.8428407
1919,12.61,80.94,242691.0,1708084184.9339304
1920,12.66,80.91,242782.0,1708084185.0242093
1921,12.71,80.96,242873.0,1708084185.1173606
1922,12.78,80.96,242964.0,1708084185.2092552
1923,12.85,80.96,243056.0,1708084185.2983806
1924,12.91,81.02,243147.0,1708084185.3887453
1925,12.98,81.0,243238.0,1708084185.4839032
1926,13.08,81.05,243330.0,1708084185.576007
1927,13.15,81.06,243422.0,1708084185.663115
1928,13.21,81.05,243513.0,1708084185.7573638
1929,13.27,81.12,243604.0,1708084185.8488605
1930,13.32,81.07,243695.0,1708084185.9374118
1931,13.41,81.14,243786.0,1708084186.0316253
1932,13.55,81.16,243878.0,1708084186.1228566
1933,13.6,81.08,243970.0,1708084186.210934
1934,13.46,81.2,244061.0,1708084186.3051379
1935,13.26,81.14,244152.0,1708084186.3972495
1936,13.14,81.21,244243.0,1708084186.4853036
1937,13.06,81.23,244335.0,1708084186.5763907
1938,13.0,81.18,244426.0,1708084186.670604
1939,12.89,81.28,244517.0,1708084186.7597227
1940,12.74,81.22,244609.0,1708084186.8515143
1941,12.68,81.26,244700.0,1708084186.9461007
1942,12.5,81.32,244792.0,1708084187.0352156
