,h1,h2,time_arduino,time_python,state,,,,,,,,,,,,,
0,0,0,0,1.062247515,0,,,,,,,,,,,,,
1,0,0,0,2.081768274,0,,,,,,,,,,,,,
2,0,0,0,3.10230875,0,,,,,,,,,,,,,
3,0,0,0,4.121491194,0,,,,,,,,,,,,,
4,0,0,0,5.129284382,0,,,,,,,,,,,,,
5,0,0,0,6.146427631,0,,,,,,,,,,,,,
6,0,0,0,7.163492203,0,,,,,,,,,,,,,
7,0,0,0,8.173824549,0,,,,,,,,,,,,,
8,0,0,0,9.195095301,0,,,,,,,,,,,,,
9,0,0,0,10.21636558,0,,,,,,,,,,,,,
10,0,0,0,11.22240686,0,,,,,,,,,,,,,
11,0,0,0,12.23398662,0,,,,,,,,,,,,,
12,0,0,0,13.24904108,0,,,,,,,,,,,,,
13,0,0,0,14.26471734,0,,,,,,,,,,,,,
14,0,0,0,15.28644991,0,,,,,,,,,,,,,
15,0,0,0,16.30513763,0,,,,,,,,,,,,,
16,0,0,0,17.32665014,0,,,,,,,,,,,,,
17,0,0,0,18.34547853,0,,,,,,,,,,,,,
18,0,0,0,19.36013317,0,,,,,,,,,,,,,
19,0,0,0,20.37990761,0,,,,,,,,,,,,,
20,0,0,0,21.38650298,0,,,,,,,,,,,,,
21,0,0,0,22.39178109,0,,,,,,,,,,,,,
22,0,0,0,23.39800668,0,,,,,,,,,,,,,
23,0,0,0,24.41600513,0,,,,,,,,,,,,,
24,0,0,0,25.43445659,0,,,,,,,,,,,,,
25,0,0,0,26.44371033,0,,,,,,,,,,,,,
26,0,0,0,27.46428633,0,,,,,,,,,,,,,
27,0,0,0,28.47802353,0,,,,,,,,,,,,,
28,0,0,0,29.49701142,0,,,,,,,,,,,,,
29,0,0,0,30.5148766,0,,,,,,,,,,,,,
30,0,0,0,31.53417397,0,,,,,,,,,,,,,
31,0,0,0,32.55174804,0,,,,,,,,,,,,,
32,0,0,0,33.56898618,0,,,,,,,,,,,,,
33,0,0,0,34.57415915,0,,,,,,,,,,,,,
34,0,0,0,35.59244466,0,,,,,,,,,,,,,
35,0,0,0,36.60983181,0,,,,,,,,,,,,,
36,0,0,0,37.63107276,0,,,,,,,,,,,,,
37,0,0,0,38.65345621,0,,,,,,,,,,,,,
38,0,0,0,39.67364311,0,,,,,,,,,,,,,
39,0,0,0,40.69259667,0,,,,,,,,,,,,,
40,0,0,0,41.71198511,0,,,,,,,,,,,,,
41,0,0,0,42.73325324,0,,,,,,,,,,,,,
42,0,0,0,43.75469804,0,,,,,,,,,,,,,
43,0,0,0,44.76787877,0,,,,,,,,,,,,,
44,0,0,0,45.58514786,0,,,,,,,,,,,,,
45,0,0,0,45.75107026,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,r(x1000),h2(x1000),time_arduino,time_python,,,,,,ksi1(x1000),ksi2(x1000),,theta1(x1.000.000),theta2(x1.000.000),b(x1.000.000),dtheta1(x1.000.000),dtheta2(x1.000.000),b(x1.000.000)
46,30,20.05,44535,45.87294841,volt',204,law,-17145.44,error,-9.9,-39.14,state param: ,10,10,12.65,-76.52,81.91,1301302.87
47,30,20.1,44656,45.99172544,volt',0,law,484.5,error,-9.86,-38.98,state param: ,10,10,12.29,-76.29,81.66,-36587.27
48,30,20.14,44772,46.10265493,volt',204,law,497.93,error,-9.83,-38.87,state param: ,10,10,11.91,-76.14,81.49,-37467.5
49,30,20.17,44890,46.22112179,volt',204,law,513.37,error,-9.78,-38.67,state param: ,10,10,11.53,-76.12,81.18,-38387.61
50,30,20.22,45007,46.34020233,volt',204,law,526.46,error,-9.72,-38.41,state param: ,10,10,11.14,-75.54,80.76,-39029.35
51,30,20.28,45124,46.45458698,volt',204,law,540.95,error,-9.67,-38.22,state param: ,9.99,10.01,10.74,-74.97,80.46,-39855.48
52,30,20.33,45241,46.57290125,volt',204,law,555.85,error,-9.61,-38.02,state param: ,9.99,10.01,10.33,-74.26,80.14,-40685.51
53,30,20.39,45358,46.68756485,volt',204,law,574.31,error,-9.57,-37.84,state param: ,9.99,10.01,9.92,-73.81,79.86,-41790.76
54,30,20.43,45473,46.80234861,volt',204,law,595.11,error,-9.53,-37.68,state param: ,9.99,10.01,9.49,-73.38,79.59,-43063.81
55,30,20.47,45588,46.91736674,volt',204,law,616.39,error,-9.45,-37.38,state param: ,9.99,10.01,9.04,-72.7,79.11,-44170.26
56,30,20.55,45704,47.03176141,volt',204,law,640.64,error,-9.39,-37.13,state param: ,9.99,10.01,8.59,-72.02,78.71,-45528.81
57,30,20.61,45819,47.1542511,volt',204,law,672.32,error,-9.36,-37.05,state param: ,9.99,10.01,8.11,-71.77,78.57,-47639.12
58,30,20.64,45935,47.26562238,volt',204,law,708.34,error,-9.33,-36.91,state param: ,9.99,10.01,7.61,-71.41,78.34,-49959.37
59,30,20.67,46050,47.38086247,volt',204,law,747.49,error,-9.24,-36.58,state param: ,9.99,10.01,7.09,-70.71,77.8,-52137.28
60,30,20.76,46166,47.49546671,volt',204,law,799.13,error,-9.2,-36.39,state param: ,9.99,10.01,6.54,-70.42,77.48,-55383.14
61,30,20.8,46281,47.60961843,volt',204,law,861.91,error,-9.14,-36.15,state param: ,9.99,10.01,5.95,-70.02,77.08,-59246.08
62,30,20.86,46397,47.72894812,volt',204,law,943.87,error,-9.08,-35.93,state param: ,9.99,10.01,5.3,-69.73,76.71,-64397.36
63,30,20.92,46512,47.84455776,volt',204,law,1052.8,error,-9.03,-35.7,state param: ,9.99,10.02,4.59,-69.36,76.34,-71283.38
64,30,20.97,46628,47.97248721,volt',204,law,1208.79,error,-8.96,-35.45,state param: ,9.99,10.02,3.78,-68.92,75.91,-81131.27
65,30,21.04,46745,48.076931,volt',204,law,1465.24,error,-8.93,-35.33,state param: ,9.98,10.02,2.8,-68.77,75.71,-97945.07
66,30,21.07,46862,48.19471502,volt',204,law,1958.79,error,-8.83,-34.92,state param: ,9.98,10.02,1.51,-68.1,75.01,-129064.71
67,30,21.17,46979,48.31371713,volt',204,law,3628.82,error,-8.8,-34.81,state param: ,9.98,10.02,-0.88,-67.96,74.82,-238192.48
68,30,21.2,47097,48.42833257,volt',204,law,-6217.67,error,-8.75,-34.59,state param: ,9.98,10.02,3.18,-67.62,74.45,405032.56
69,30,21.25,47215,48.54304934,volt',0,law,1705.94,error,-8.69,-34.36,state param: ,9.98,10.02,2.07,-67.33,74.06,-110237.11
70,30,21.31,47331,48.66188693,volt',204,law,2592.83,error,-8.61,-34.04,state param: ,9.98,10.02,0.42,-66.81,73.51,-165666.89
71,30,21.39,47448,48.78096652,volt',204,law,12879.49,error,-8.57,-33.86,state param: ,9.98,10.02,-7.76,-66.64,73.2,-817714.62
72,30,21.43,47567,48.89936757,volt',204,law,-685.74,error,-8.51,-33.63,state param: ,9.98,10.02,-7.33,-66.15,72.81,43183.67
73,30,21.49,47684,49.01467872,volt',0,law,-717.84,error,-8.43,-33.34,state param: ,9.98,10.02,-6.88,-65.38,72.29,44722.83
74,30,21.57,47799,49.12880874,volt',0,law,-758.18,error,-8.38,-33.13,state param: ,9.98,10.02,-6.41,-64.83,71.92,46873.59
75,30,21.62,47912,49.24451494,volt',0,law,-810.73,error,-8.36,-33.05,state param: ,9.98,10.02,-5.91,-64.6,71.8,49988.03
76,30,21.64,48027,49.35905409,volt',0,law,-873.86,error,-8.33,-32.94,state param: ,9.98,10.02,-5.38,-64.18,71.6,53658.48
77,30,21.67,48142,49.46965098,volt',0,law,-950.22,error,-8.25,-32.63,state param: ,9.98,10.03,-4.8,-63.45,71.06,57692.78
78,30,21.75,48256,49.58838773,volt',0,law,-1055.75,error,-8.2,-32.42,state param: ,9.98,10.03,-4.16,-62.92,70.68,63587.4
79,30,21.8,48371,49.70280981,volt',0,law,-1211.12,error,-8.17,-32.33,state param: ,9.98,10.03,-3.44,-62.61,70.53,72709.62
80,30,21.83,48487,49.81730986,volt',0,law,-1455.94,error,-8.12,-32.1,state param: ,9.97,10.03,-2.57,-62.11,70.13,86676.97
81,30,21.88,48603,49.93689251,volt',0,law,-1925.04,error,-8.03,-31.77,state param: ,9.97,10.03,-1.44,-61.41,69.54,113197.07
82,30,21.97,48718,50.05277658,volt',0,law,-3416.51,error,-7.98,-31.58,state param: ,9.97,10.03,0.56,-60.98,69.2,199471.96
83,30,22.02,48834,50.16516304,volt',0,law,8760.18,error,-7.94,-31.42,state param: ,9.97,10.03,-4.53,-60.51,68.92,-508368.71
84,30,22.06,48951,50.28496623,volt',204,law,-1069,error,-7.89,-31.21,state param: ,9.97,10.03,-3.91,-60.04,68.53,61530.41
85,30,22.11,49069,50.39900708,volt',0,law,-1225.72,error,-7.82,-30.96,state param: ,9.97,10.03,-3.21,-59.48,68.08,69881.82
86,30,22.18,49183,50.51884031,volt',0,law,-1478.54,error,-7.76,-30.7,state param: ,9.97,10.03,-2.38,-58.93,67.61,83459.25
87,30,22.24,49299,50.63272476,volt',0,law,-1985.19,error,-7.72,-30.54,state param: ,9.97,10.03,-1.26,-58.56,67.32,111380.64
88,30,22.28,49416,50.74670267,volt',0,law,-3694.17,error,-7.64,-30.25,state param: ,9.97,10.03,0.78,-57.93,66.79,204897.26
89,30,22.36,49531,50.86132908,volt',0,law,5914.34,error,-7.61,-30.12,state param: ,9.97,10.03,-2.48,-57.53,66.55,-326345.75
90,30,22.39,49647,50.98456836,volt',204,law,-1856.31,error,-7.55,-29.9,state param: ,9.97,10.03,-1.46,-57.05,66.16,101582.58
91,30,22.45,49766,51.09623623,volt',0,law,-3125.5,error,-7.52,-29.76,state param: ,9.97,10.03,0.24,-56.69,65.89,170031.28
92,30,22.48,49882,51.21369195,volt',0,law,19030.58,error,-7.43,-29.4,state param: ,9.97,10.04,-9.97,-55.94,65.23,-1020852.68
93,30,22.57,50000,51.33299923,volt',204,law,-450,error,-7.4,-29.3,state param: ,9.97,10.04,-9.73,-55.6,65.04,24037.45
94,30,22.6,50116,51.44815207,volt',0,law,-458.72,error,-7.37,-29.17,state param: ,9.97,10.04,-9.49,-55.31,64.8,24377.6
95,30,22.63,50231,51.56208777,volt',0,law,-462.93,error,-7.25,-28.73,state param: ,9.97,10.04,-9.25,-54.41,63.99,24172.8
96,30,22.75,50345,51.67685986,volt',0,law,-472.04,error,-7.22,-28.62,state param: ,9.97,10.04,-9,-54.06,63.78,24532.25
97,30,22.78,50460,51.79293561,volt',0,law,-481.52,error,-7.18,-28.45,state param: ,9.97,10.04,-8.75,-53.67,63.46,24854.43
98,30,22.82,50574,51.90584087,volt',0,law,-491.74,error,-7.14,-28.29,state param: ,9.96,10.04,-8.5,-53.29,63.16,25212.32
99,30,22.86,50689,52.01840615,volt',0,law,-500.35,error,-7.06,-27.99,state param: ,9.96,10.04,-8.25,-52.65,62.59,25337.56
100,30,22.94,50803,52.1312418,volt',0,law,-511.02,error,-7.01,-27.79,state param: ,9.96,10.04,-7.99,-52.16,62.22,25666.62
101,30,22.99,50917,52.24691153,volt',0,law,-523.45,error,-6.97,-27.61,state param: ,9.96,10.04,-7.73,-51.76,61.88,26095.02
102,30,23.03,51032,52.36287379,volt',0,law,-539.12,error,-6.95,-27.54,state param: ,9.96,10.04,-7.46,-51.56,61.75,26792.57
103,30,23.05,51146,52.47724867,volt',0,law,-549.13,error,-6.85,-27.14,state param: ,9.96,10.04,-7.19,-50.69,60.98,26832.35
104,30,23.15,51261,52.59207892,volt',0,law,-565.21,error,-6.8,-26.96,state param: ,9.96,10.04,-6.92,-50.29,60.64,27404.98
105,30,23.2,51375,52.70502019,volt',0,law,-584.08,error,-6.77,-26.82,state param: ,9.96,10.04,-6.64,-49.98,60.38,28157.06
106,30,23.23,51489,52.82049417,volt',0,law,-607.6,error,-6.76,-26.8,state param: ,9.96,10.04,-6.34,-49.87,60.33,29256.8
107,30,23.24,51604,52.93437338,volt',0,law,-623.2,error,-6.64,-26.34,state param: ,9.96,10.04,-6.05,-48.89,59.46,29424.87
108,30,23.36,51718,53.04866314,volt',0,law,-650.41,error,-6.62,-26.25,state param: ,9.96,10.05,-5.74,-48.65,59.27,30579.46
109,30,23.38,51832,53.16373849,volt',0,law,-678.97,error,-6.57,-26.04,state param: ,9.96,10.05,-5.43,-48.21,58.86,31629.78
110,30,23.43,51947,53.28173423,volt',0,law,-712.33,error,-6.52,-25.88,state param: ,9.96,10.05,-5.1,-47.78,58.56,32955.58
111,30,23.48,52062,53.39666963,volt',0,law,-747.42,error,-6.44,-25.54,state param: ,9.96,10.05,-4.76,-47.09,57.89,34052.35
112,30,23.56,52175,53.50768995,volt',0,law,-795.74,error,-6.4,-25.4,state param: ,9.96,10.05,-4.4,-46.77,57.63,36038.31
113,30,23.6,52290,53.62352228,volt',0,law,-851.9,error,-6.34,-25.17,state param: ,9.96,10.05,-4.02,-46.28,57.16,38168.61
114,30,23.66,52405,53.73315144,volt',0,law,-927.75,error,-6.32,-25.09,state param: ,9.96,10.05,-3.6,-46.01,57.02,41423.79
115,30,23.68,52519,53.85150218,volt',0,law,-1018.81,error,-6.23,-24.74,state param: ,9.96,10.05,-3.15,-45.31,56.33,44766.92
116,30,23.77,52634,53.96609116,volt',0,law,-1155.74,error,-6.2,-24.61,state param: ,9.96,10.05,-2.65,-45,56.07,50484.78
117,30,23.8,52750,54.08119345,volt',0,law,-1363.77,error,-6.16,-24.45,state param: ,9.96,10.05,-2.06,-44.59,55.76,59131.3
118,30,23.84,52866,54.19593501,volt',0,law,-1743.96,error,-6.12,-24.32,state param: ,9.95,10.05,-1.31,-44.28,55.49,75144.96
119,30,23.88,52980,54.31564164,volt',0,law,-2694.86,error,-6.01,-23.88,state param: ,9.95,10.05,-0.17,-43.43,54.62,113763.55
120,30,23.99,53097,54.42944527,volt',0,law,-20801.06,error,-5.99,-23.8,state param: ,9.95,10.05,8.58,-43.22,54.45,874515.25
121,30,24.01,53214,54.54464102,volt',0,law,404.6,error,-5.95,-23.63,state param: ,9.95,10.05,8.41,-42.8,54.12,-16875.96
122,30,24.05,53327,54.65839219,volt',204,law,408.58,error,-5.9,-23.42,state param: ,9.95,10.05,8.24,-42.37,53.71,-16874.15
123,30,24.1,53442,54.77413678,volt',204,law,411.95,error,-5.83,-23.17,state param: ,9.95,10.05,8.07,-41.85,53.19,-16801.67
124,30,24.17,53558,54.88889837,volt',204,law,416.83,error,-5.79,-23.02,state param: ,9.95,10.05,7.9,-41.47,52.9,-16880.96
125,30,24.21,53673,55.00650859,volt',204,law,420.73,error,-5.73,-22.78,state param: ,9.95,10.05,7.73,-40.98,52.41,-16838.93
126,30,24.27,53789,55.12215328,volt',204,law,426.18,error,-5.69,-22.61,state param: ,9.95,10.06,7.56,-40.62,52.06,-16913.67
127,30,24.31,53904,55.23626399,volt',204,law,430.6,error,-5.63,-22.37,state param: ,9.95,10.06,7.4,-40.13,51.58,-16886.13
128,30,24.37,54020,55.35093927,volt',204,law,435.14,error,-5.57,-22.16,state param: ,9.95,10.06,7.23,-39.64,51.15,-16883.87
129,30,24.43,54135,55.46537519,volt',204,law,442.58,error,-5.54,-22.05,state param: ,9.95,10.06,7.06,-39.39,50.92,-17073.88
130,30,24.46,54251,55.59066057,volt',204,law,446.35,error,-5.46,-21.73,state param: ,9.95,10.06,6.89,-38.78,50.27,-16946
131,30,24.54,54366,55.69858623,volt',204,law,451.47,error,-5.41,-21.51,state param: ,9.95,10.06,6.72,-38.27,49.82,-16945.4
132,30,24.59,54481,55.81342053,volt',204,law,459.11,error,-5.37,-21.37,state param: ,9.95,10.06,6.55,-37.96,49.52,-17100.92
133,30,24.63,54597,55.93004584,volt',204,law,467.72,error,-5.34,-21.25,state param: ,9.95,10.06,6.37,-37.68,49.28,-17315.42
134,30,24.66,54712,56.04381561,volt',204,law,473.52,error,-5.27,-20.98,state param: ,9.95,10.06,6.2,-37.13,48.72,-17282.19
135,30,24.73,54828,56.15944743,volt',204,law,482.79,error,-5.24,-20.85,state param: ,9.95,10.06,6.03,-36.82,48.45,-17501.13
136,30,24.76,54943,56.27620459,volt',204,law,488.5,error,-5.15,-20.52,state param: ,9.95,10.06,5.85,-36.2,47.76,-17392.49
137,30,24.85,55059,56.39095235,volt',204,law,500.95,error,-5.13,-20.45,state param: ,9.95,10.06,5.67,-36.04,47.62,-17772.56
138,30,24.87,55174,56.50640178,volt',204,law,509.26,error,-5.05,-20.1,state param: ,9.95,10.06,5.5,-35.53,46.89,-17727.34
139,30,24.95,55289,56.62038112,volt',204,law,521.84,error,-5,-19.93,state param: ,9.95,10.06,5.32,-35.27,46.53,-17993.51
140,30,25,55405,56.73506165,volt',204,law,532.87,error,-4.94,-19.66,state param: ,9.95,10.06,5.14,-34.84,45.96,-18101.07
141,30,25.06,55521,56.85376239,volt',204,law,545.49,error,-4.87,-19.39,state param: ,9.95,10.06,4.95,-34.46,45.4,-18252.93
142,30,25.13,55635,56.97171712,volt',204,law,556.32,error,-4.79,-19.05,state param: ,9.95,10.06,4.77,-33.89,44.68,-18257.19
143,30,25.21,55751,57.08365035,volt',204,law,578.01,error,-4.78,-19.04,state param: ,9.95,10.06,4.58,-33.92,44.66,-18958.93
144,30,25.22,55867,57.19824219,volt',204,law,597.31,error,-4.74,-18.87,state param: ,9.94,10.06,4.39,-33.66,44.28,-19392.83
145,30,25.26,55983,57.31290722,volt',204,law,613.25,error,-4.65,-18.5,state param: ,9.94,10.06,4.19,-33.1,43.5,-19486.11
146,30,25.35,56097,57.4335196,volt',204,law,636.54,error,-4.6,-18.32,state param: ,9.94,10.07,3.99,-32.84,43.11,-20009.24
147,30,25.4,56213,57.54774332,volt',204,law,665.8,error,-4.58,-18.22,state param: ,9.94,10.07,3.78,-32.71,42.91,-20808.79
148,30,25.42,56329,57.66179347,volt',204,law,694.27,error,-4.52,-17.97,state param: ,9.94,10.07,3.57,-32.33,42.36,-21366.77
149,30,25.48,56443,57.77740169,volt',204,law,725.9,error,-4.45,-17.7,state param: ,9.94,10.07,3.35,-31.9,41.78,-21979.18
150,30,25.55,56559,57.89111423,volt',204,law,764.22,error,-4.39,-17.46,state param: ,9.94,10.07,3.12,-31.52,41.28,-22803.83
151,30,25.61,56675,58.00969458,volt',204,law,810.55,error,-4.33,-17.24,state param: ,9.94,10.07,2.88,-31.16,40.78,-23844.75
152,30,25.67,56791,58.12352014,volt',204,law,874.83,error,-4.31,-17.13,state param: ,9.94,10.07,2.63,-31.07,40.57,-25571.57
153,30,25.69,56905,58.24007726,volt',204,law,942.99,error,-4.23,-16.81,state param: ,9.94,10.07,2.36,-30.52,39.86,-26999.15
154,30,25.77,57021,58.35499263,volt',204,law,1040.46,error,-4.18,-16.62,state param: ,9.94,10.07,2.06,-30.22,39.44,-29421.97
155,30,25.82,57138,58.47210288,volt',204,law,1175.84,error,-4.13,-16.4,state param: ,9.94,10.07,1.74,-29.9,38.96,-32767.64
156,30,25.87,57254,58.58865309,volt',204,law,1371.11,error,-4.04,-16.06,state param: ,9.94,10.07,1.36,-29.33,38.23,-37370.46
157,30,25.96,57370,58.70541549,volt',204,law,1736.52,error,-4.01,-15.94,state param: ,9.94,10.07,0.89,-29.16,37.96,-46947.92
158,30,25.99,57487,58.82417393,volt',204,law,2633.87,error,-3.98,-15.81,state param: ,9.94,10.07,0.19,-29,37.66,-70556.71
159,30,26.02,57604,58.93911004,volt',204,law,12378.28,error,-3.93,-15.59,state param: ,9.94,10.07,-3.08,-28.64,37.19,-326713.68
160,30,26.07,57723,59.0588212,volt',204,law,-737.68,error,-3.83,-15.22,state param: ,9.94,10.07,-2.89,-28,36.38,18978.82
161,30,26.17,57839,59.17317438,volt',0,law,-781.3,error,-3.81,-15.11,state param: ,9.94,10.07,-2.69,-27.84,36.13,19939.12
162,30,26.19,57954,59.28669715,volt',0,law,-830.74,error,-3.76,-14.92,state param: ,9.94,10.07,-2.48,-27.56,35.69,20908.3
163,30,26.24,58068,59.40339899,volt',0,law,-890.89,error,-3.71,-14.71,state param: ,9.94,10.07,-2.26,-27.27,35.24,22089.88
164,30,26.29,58183,59.51614356,volt',0,law,-956.83,error,-3.63,-14.38,state param: ,9.94,10.07,-2.03,-26.68,34.5,23158.97
165,30,26.37,58297,59.63184643,volt',0,law,-1053.12,error,-3.6,-14.28,state param: ,9.94,10.07,-1.78,-26.34,34.27,25290.73
166,30,26.4,58413,59.7467587,volt',0,law,-1192.3,error,-3.57,-14.18,state param: ,9.94,10.07,-1.49,-26.1,34.06,28427.96
167,30,26.43,58528,59.86084723,volt',0,law,-1397.33,error,-3.52,-13.99,state param: ,9.94,10.07,-1.16,-25.68,33.62,32827.62
168,30,26.48,58644,59.97599816,volt',0,law,-1742.78,error,-3.43,-13.63,state param: ,9.94,10.07,-0.77,-24.97,32.82,39820.51
169,30,26.57,58759,60.08970976,volt',0,law,-2627.7,error,-3.41,-13.55,state param: ,9.94,10.07,-0.17,-24.75,32.64,59677.52
170,30,26.59,58874,60.20837784,volt',0,law,-11708.8,error,-3.34,-13.29,state param: ,9.94,10.07,2.44,-24.25,32.05,260425.89
171,30,26.66,58991,60.32293439,volt',0,law,792.33,error,-3.28,-13.03,state param: ,9.94,10.07,2.26,-23.75,31.47,-17263.24
172,30,26.72,59104,60.43776298,volt',204,law,839.92,error,-3.24,-12.87,state param: ,9.94,10.07,2.08,-23.39,31.1,-18052.78
173,30,26.76,59219,60.55340576,volt',204,law,901.8,error,-3.2,-12.73,state param: ,9.94,10.07,1.89,-23.1,30.78,-19161.06
174,30,26.8,59335,60.66949248,volt',204,law,978.81,error,-3.16,-12.56,state param: ,9.94,10.08,1.69,-22.76,30.39,-20499.41
175,30,26.84,59451,60.78625512,volt',204,law,1067.53,error,-3.07,-12.22,state param: ,9.94,10.08,1.47,-22.13,29.63,-21730.95
176,30,26.93,59567,60.90052891,volt',204,law,1198.7,error,-3.01,-11.99,state param: ,9.94,10.08,1.23,-21.63,29.09,-23897.75
177,30,26.99,59683,61.01516056,volt',204,law,1418.26,error,-2.98,-11.89,state param: ,9.94,10.08,0.95,-21.43,28.86,-28024.73
178,30,27.02,59800,61.13546419,volt',204,law,1821.34,error,-2.96,-11.8,state param: ,9.94,10.08,0.59,-21.24,28.65,-35697.2
179,30,27.04,59917,61.24912167,volt',204,law,2821.75,error,-2.87,-11.43,state param: ,9.94,10.08,0.06,-20.53,27.81,-53490.07
180,30,27.13,60033,61.36542773,volt',204,law,28414.44,error,-2.82,-11.24,state param: ,9.94,10.08,0.06,-20.17,27.38,0
181,30,27.18,60145,61.47450638,volt',204,law,28125.91,error,-2.79,-11.14,state param: ,9.94,10.08,0.06,-19.96,27.14,0
182,30,27.21,60258,61.58849907,volt',204,law,27810.36,error,-2.77,-11.03,state param: ,9.93,10.08,0.06,-19.73,26.88,0
183,30,27.23,60369,61.70039082,volt',204,law,26977.77,error,-2.69,-10.73,state param: ,9.93,10.08,0.06,-19.12,26.19,0
184,30,27.31,60482,61.81512189,volt',204,law,26569.92,error,-2.65,-10.58,state param: ,9.93,10.08,0.06,-18.83,25.84,0
185,30,27.35,60595,61.9255867,volt',204,law,26033.2,error,-2.6,-10.37,state param: ,9.93,10.08,0.06,-18.44,25.36,0
186,30,27.4,60707,62.03653097,volt',204,law,25514.53,error,-2.55,-10.18,state param: ,9.93,10.08,0.06,-18.07,24.9,0
187,30,27.45,60819,62.15176845,volt',204,law,24819.16,error,-2.48,-9.9,state param: ,9.93,10.08,0.06,-17.57,24.25,0
188,30,27.52,60931,62.2613349,volt',204,law,24384.17,error,-2.43,-9.71,state param: ,9.93,10.08,0.06,-17.27,23.8,0
189,30,27.57,61042,62.37283206,volt',204,law,23987.75,error,-2.39,-9.53,state param: ,9.93,10.08,0.06,-16.99,23.4,0
190,30,27.61,61153,62.48197055,volt',204,law,23556.54,error,-2.34,-9.34,state param: ,9.93,10.08,0.06,-16.69,22.95,0
191,30,27.66,61264,62.59259939,volt',204,law,23292.41,error,-2.31,-9.23,state param: ,9.93,10.08,0.06,-16.5,22.68,0
192,30,27.69,61376,62.70317674,volt',204,law,22257.54,error,-2.21,-8.8,state param: ,9.93,10.08,0.06,-15.77,21.68,0
193,30,27.79,61487,62.81846285,volt',204,law,22118.74,error,-2.19,-8.74,state param: ,9.93,10.08,0.06,-15.67,21.52,0
194,30,27.81,61598,62.92911887,volt',204,law,21847.26,error,-2.16,-8.62,state param: ,9.93,10.08,0.06,-15.48,21.25,0
195,30,27.84,61710,63.04014802,volt',204,law,21328.49,error,-2.1,-8.39,state param: ,9.93,10.08,0.06,-15.12,20.71,0
196,30,27.9,61820,63.14934301,volt',204,law,20435.01,error,-2.01,-8.03,state param: ,9.93,10.08,0.06,-14.49,19.84,0
197,30,27.99,61932,63.26087976,volt',204,law,19962.14,error,-1.96,-7.83,state param: ,9.93,10.08,0.06,-14.16,19.38,0
198,30,28.04,62044,63.3709619,volt',204,law,19446.1,error,-1.91,-7.62,state param: ,9.93,10.08,0.06,-13.79,18.87,0
199,30,28.09,62154,63.48643851,volt',204,law,19198.51,error,-1.88,-7.51,state param: ,9.93,10.08,0.06,-13.62,18.6,0
200,30,28.12,62266,63.59562755,volt',204,law,18865.23,error,-1.85,-7.37,state param: ,9.93,10.08,0.06,-13.39,18.26,0
201,30,28.15,62377,63.70740509,volt',204,law,17854.88,error,-1.75,-6.96,state param: ,9.93,10.08,0.06,-12.67,17.29,0
202,30,28.25,62488,63.81729817,volt',204,law,17571.58,error,-1.72,-6.84,state param: ,9.93,10.08,0.06,-12.48,17,0
203,30,28.28,62600,63.92782879,volt',204,law,17070.46,error,-1.67,-6.63,state param: ,9.93,10.08,0.06,-12.13,16.5,0
204,30,28.33,62711,64.04198813,volt',204,law,16738.88,error,-1.63,-6.5,state param: ,9.93,10.08,0.06,-11.89,16.17,0
205,30,28.37,62822,64.15426159,volt',204,law,15872.83,error,-1.55,-6.15,state param: ,9.93,10.08,0.06,-11.28,15.33,0
206,30,28.45,62934,64.26325345,volt',204,law,15529.3,error,-1.51,-6.01,state param: ,9.93,10.08,0.06,-11.04,14.99,0
207,30,28.49,63045,64.37476993,volt',204,law,15134.02,error,-1.47,-5.85,state param: ,9.93,10.08,0.06,-10.77,14.59,0
208,30,28.53,63156,64.48560929,volt',204,law,14702.14,error,-1.43,-5.67,state param: ,9.93,10.08,0.06,-10.46,14.17,0
209,30,28.57,63267,64.59527612,volt',204,law,14278.59,error,-1.39,-5.5,state param: ,9.93,10.08,0.06,-10.16,13.76,0
210,30,28.61,63379,64.70585585,volt',204,law,13463.84,error,-1.31,-5.18,state param: ,9.93,10.08,0.06,-9.59,12.98,0
211,30,28.69,63489,64.81696081,volt',204,law,12961.81,error,-1.26,-4.98,state param: ,9.93,10.08,0.06,-9.24,12.48,0
212,30,28.74,63599,64.92800355,volt',204,law,12392.49,error,-1.2,-4.76,state param: ,9.93,10.08,0.06,-8.84,11.93,0
213,30,28.8,63710,65.03803349,volt',204,law,12097.21,error,-1.17,-4.64,state param: ,9.93,10.08,0.06,-8.63,11.64,0
214,30,28.83,63819,65.14908719,volt',204,law,11703.49,error,-1.13,-4.48,state param: ,9.93,10.08,0.06,-8.35,11.26,0
215,30,28.87,63930,65.25976324,volt',204,law,10831.31,error,-1.05,-4.14,state param: ,9.93,10.08,0.06,-7.74,10.42,0
216,30,28.95,64040,65.36967301,volt',204,law,10454.92,error,-1.01,-4,state param: ,9.93,10.08,0.06,-7.48,10.06,0
217,30,28.99,64150,65.47776651,volt',204,law,9895.61,error,-0.96,-3.78,state param: ,9.93,10.08,0.06,-7.08,9.52,0
218,30,29.04,64259,65.58838606,volt',204,law,9455.22,error,-0.92,-3.61,state param: ,9.93,10.08,0.06,-6.77,9.1,0
219,30,29.08,64367,65.69389749,volt',204,law,9050.61,error,-0.88,-3.45,state param: ,9.93,10.08,0.06,-6.49,8.71,0
